L	b2	b4	b8	b16	b32
582.0	7.0	10.0	16.0	28.0	50.0
583.0	7.0	10.0	16.0	28.0	50.0
584.0	7.0	10.0	16.0	28.0	50.0
585.0	7.0	10.0	16.0	28.0	50.0
586.0	7.0	10.0	16.0	28.0	50.0
587.0	7.0	10.0	16.0	28.0	50.0
588.0	7.0	10.0	16.0	28.0	50.0
589.0	7.0	10.0	16.0	28.0	50.0
590.0	7.0	10.0	16.0	28.0	50.0
591.0	7.0	10.0	16.0	28.0	50.0
592.0	7.0	10.0	16.0	28.0	50.0
593.0	7.0	10.0	16.0	28.0	50.0
594.0	7.0	10.0	16.0	28.0	50.0
595.0	7.0	10.0	16.0	28.0	50.0
596.0	7.0	10.0	16.0	28.0	50.0
597.0	7.0	10.0	16.0	28.0	50.0
598.0	7.0	10.0	16.0	28.0	50.0
599.0	7.0	10.0	16.0	28.0	50.0
600.0	7.0	10.0	16.0	28.0	50.0
601.0	7.0	10.0	16.0	28.0	50.0
602.0	7.0	10.0	16.0	28.0	50.0
603.0	7.0	10.0	16.0	28.0	50.0
604.0	7.0	10.0	16.0	28.0	50.0
605.0	7.0	10.0	16.0	28.0	50.0
606.0	7.0	10.0	16.0	28.0	50.0
607.0	7.0	10.0	16.0	28.0	50.0
608.0	7.0	10.0	16.0	28.0	50.0
609.0	7.0	10.0	16.0	28.0	50.0
610.0	7.0	10.0	16.0	28.0	50.0
611.0	7.0	10.0	16.0	28.0	50.0
612.0	7.0	10.0	16.0	28.0	50.0
613.0	7.0	10.0	16.0	28.0	50.0
614.0	7.0	10.0	16.0	28.0	50.0
615.0	7.0	10.0	16.0	28.0	50.0
616.0	7.0	10.0	16.0	28.0	50.0
617.0	7.0	10.0	16.0	28.0	50.0
618.0	7.0	10.0	16.0	28.0	50.0
619.0	7.0	10.0	16.0	28.0	50.0
620.0	7.0	10.0	16.0	28.0	50.0
621.0	7.0	10.0	16.0	28.0	50.0
622.0	7.0	10.0	17.0	28.0	50.0
623.0	7.0	10.0	17.0	28.0	50.0
624.0	7.0	10.0	17.0	28.0	50.0
625.0	7.0	10.0	17.0	28.0	50.0
626.0	7.0	10.0	17.0	28.0	50.0
627.0	7.0	10.0	17.0	28.0	50.0
628.0	7.0	10.0	17.0	28.0	50.0
629.0	7.0	10.0	17.0	28.0	50.0
630.0	7.0	10.0	17.0	28.0	50.0
631.0	7.0	10.0	17.0	28.0	50.0
632.0	7.0	10.0	17.0	28.0	50.0
633.0	7.0	10.0	17.0	28.0	50.0
634.0	7.0	10.0	17.0	28.0	50.0
635.0	7.0	10.0	17.0	28.0	50.0
636.0	7.0	10.0	17.0	28.0	50.0
637.0	7.0	10.0	17.0	28.0	50.0
638.0	7.0	10.0	17.0	28.0	50.0
639.0	7.0	10.0	17.0	28.0	50.0
640.0	7.0	10.0	17.0	28.0	50.0
641.0	7.0	10.0	17.0	28.0	50.0
642.0	7.0	10.0	17.0	28.0	50.0
643.0	7.0	10.0	17.0	28.0	50.0
644.0	7.0	10.0	17.0	28.0	50.0
645.0	7.0	10.0	17.0	28.0	50.0
646.0	7.0	10.0	17.0	28.0	50.0
647.0	7.0	10.0	17.0	28.0	50.0
648.0	7.0	10.0	17.0	28.0	50.0
649.0	7.0	10.0	17.0	28.0	50.0
650.0	7.0	10.0	17.0	28.0	50.0
651.0	7.0	10.0	17.0	28.0	50.0
652.0	7.0	10.0	17.0	28.0	50.0
653.0	7.0	10.0	17.0	28.0	50.0
654.0	7.0	10.0	17.0	28.0	50.0
655.0	7.0	10.0	17.0	28.0	50.0
656.0	7.0	10.0	17.0	28.0	50.0
657.0	7.0	10.0	17.0	28.0	50.0
658.0	7.0	10.0	17.0	28.0	50.0
659.0	7.0	10.0	17.0	28.0	50.0
660.0	7.0	10.0	17.0	28.0	50.0
661.0	7.0	10.0	17.0	28.0	50.0
662.0	7.0	10.0	17.0	28.0	50.0
663.0	7.0	10.0	17.0	28.0	50.0
664.0	7.0	10.0	17.0	28.0	50.0
665.0	7.0	10.0	17.0	28.0	50.0
666.0	7.0	10.0	17.0	28.0	50.0
667.0	7.0	10.0	17.0	28.0	50.0
668.0	7.0	10.0	17.0	28.0	50.0
669.0	7.0	10.0	17.0	28.0	50.0
670.0	7.0	10.0	17.0	28.0	51.0
671.0	7.0	10.0	17.0	28.0	51.0
672.0	7.0	10.0	17.0	28.0	51.0
673.0	7.0	10.0	17.0	28.0	51.0
674.0	7.0	10.0	17.0	28.0	51.0
675.0	7.0	10.0	17.0	28.0	51.0
676.0	7.0	10.0	17.0	28.0	51.0
677.0	7.0	10.0	17.0	28.0	51.0
678.0	7.0	10.0	17.0	28.0	51.0
679.0	7.0	10.0	17.0	28.0	51.0
680.0	7.0	10.0	17.0	28.0	51.0
681.0	7.0	10.0	17.0	28.0	51.0
682.0	7.0	10.0	17.0	28.0	51.0
683.0	7.0	10.0	17.0	28.0	51.0
684.0	7.0	10.0	17.0	28.0	51.0
685.0	7.0	10.0	17.0	28.0	51.0
686.0	7.0	10.0	17.0	28.0	51.0
687.0	7.0	10.0	17.0	28.0	51.0
688.0	7.0	10.0	17.0	28.0	51.0
689.0	7.0	10.0	17.0	28.0	51.0
690.0	7.0	10.0	17.0	28.0	51.0
691.0	7.0	10.0	17.0	28.0	51.0
692.0	7.0	10.0	17.0	28.0	51.0
693.0	7.0	10.0	17.0	28.0	51.0
694.0	7.0	10.0	17.0	28.0	51.0
695.0	7.0	10.0	17.0	28.0	51.0
696.0	7.0	10.0	17.0	28.0	51.0
697.0	7.0	10.0	17.0	28.0	51.0
698.0	7.0	11.0	17.0	28.0	51.0
699.0	7.0	11.0	17.0	28.0	51.0
700.0	7.0	11.0	17.0	28.0	51.0
701.0	7.0	11.0	17.0	28.0	51.0
702.0	7.0	11.0	17.0	28.0	51.0
703.0	7.0	11.0	17.0	28.0	51.0
704.0	7.0	11.0	17.0	28.0	51.0
705.0	7.0	11.0	17.0	28.0	51.0
706.0	7.0	11.0	17.0	28.0	51.0
707.0	7.0	11.0	17.0	28.0	51.0
708.0	7.0	11.0	17.0	28.0	51.0
709.0	7.0	11.0	17.0	28.0	51.0
710.0	7.0	11.0	17.0	28.0	51.0
711.0	7.0	11.0	17.0	28.0	51.0
712.0	7.0	11.0	17.0	28.0	51.0
713.0	7.0	11.0	17.0	28.0	51.0
714.0	7.0	11.0	17.0	28.0	51.0
715.0	7.0	11.0	17.0	28.0	51.0
716.0	7.0	11.0	17.0	28.0	51.0
717.0	7.0	11.0	17.0	28.0	51.0
718.0	7.0	11.0	17.0	28.0	51.0
719.0	7.0	11.0	17.0	28.0	51.0
720.0	7.0	11.0	17.0	28.0	51.0
721.0	7.0	11.0	17.0	28.0	51.0
722.0	7.0	11.0	17.0	28.0	51.0
723.0	7.0	11.0	17.0	28.0	51.0
724.0	7.0	11.0	17.0	28.0	51.0
725.0	7.0	11.0	17.0	28.0	51.0
726.0	7.0	11.0	17.0	28.0	51.0
727.0	7.0	11.0	17.0	28.0	51.0
728.0	7.0	11.0	17.0	28.0	51.0
729.0	7.0	11.0	17.0	28.0	51.0
730.0	7.0	11.0	17.0	28.0	51.0
731.0	7.0	11.0	17.0	28.0	51.0
732.0	7.0	11.0	17.0	28.0	51.0
733.0	7.0	11.0	17.0	28.0	51.0
734.0	7.0	11.0	17.0	28.0	51.0
735.0	7.0	11.0	17.0	28.0	51.0
736.0	7.0	11.0	17.0	28.0	51.0
737.0	7.0	11.0	17.0	28.0	51.0
738.0	7.0	11.0	17.0	28.0	51.0
739.0	7.0	11.0	17.0	28.0	51.0
740.0	7.0	11.0	17.0	28.0	51.0
741.0	7.0	11.0	17.0	28.0	51.0
742.0	7.0	11.0	17.0	28.0	51.0
743.0	7.0	11.0	17.0	28.0	51.0
744.0	7.0	11.0	17.0	28.0	51.0
745.0	7.0	11.0	17.0	28.0	51.0
746.0	7.0	11.0	17.0	28.0	51.0
747.0	7.0	11.0	17.0	28.0	51.0
748.0	7.0	11.0	17.0	28.0	51.0
749.0	7.0	11.0	17.0	28.0	51.0
750.0	7.0	11.0	17.0	28.0	51.0
751.0	7.0	11.0	17.0	28.0	51.0
752.0	7.0	11.0	17.0	28.0	51.0
753.0	7.0	11.0	17.0	28.0	51.0
754.0	7.0	11.0	17.0	28.0	51.0
755.0	7.0	11.0	17.0	28.0	51.0
756.0	7.0	11.0	17.0	28.0	51.0
757.0	7.0	11.0	17.0	28.0	51.0
758.0	7.0	11.0	17.0	28.0	51.0
759.0	7.0	11.0	17.0	28.0	51.0
760.0	7.0	11.0	17.0	28.0	51.0
761.0	7.0	11.0	17.0	28.0	51.0
762.0	7.0	11.0	17.0	28.0	51.0
763.0	7.0	11.0	17.0	28.0	51.0
764.0	7.0	11.0	17.0	28.0	51.0
765.0	7.0	11.0	17.0	28.0	51.0
766.0	7.0	11.0	17.0	28.0	51.0
767.0	7.0	11.0	17.0	28.0	51.0
768.0	7.0	11.0	17.0	28.0	51.0
769.0	7.0	11.0	17.0	28.0	51.0
770.0	7.0	11.0	17.0	28.0	51.0
771.0	7.0	11.0	17.0	28.0	51.0
772.0	7.0	11.0	17.0	28.0	51.0
773.0	7.0	11.0	17.0	28.0	51.0
774.0	7.0	11.0	17.0	28.0	51.0
775.0	7.0	11.0	17.0	28.0	51.0
776.0	7.0	11.0	17.0	28.0	51.0
777.0	7.0	11.0	17.0	28.0	51.0
778.0	7.0	11.0	17.0	28.0	51.0
779.0	7.0	11.0	17.0	28.0	51.0
780.0	7.0	11.0	17.0	28.0	51.0
781.0	7.0	11.0	17.0	28.0	51.0
782.0	7.0	11.0	17.0	28.0	51.0
783.0	7.0	11.0	17.0	28.0	51.0
784.0	7.0	11.0	17.0	28.0	51.0
785.0	7.0	11.0	17.0	28.0	51.0
786.0	7.0	11.0	17.0	28.0	51.0
787.0	7.0	11.0	17.0	28.0	51.0
788.0	7.0	11.0	17.0	28.0	51.0
789.0	7.0	11.0	17.0	28.0	51.0
790.0	7.0	11.0	17.0	28.0	51.0
791.0	7.0	11.0	17.0	28.0	51.0
792.0	7.0	11.0	17.0	28.0	51.0
793.0	7.0	11.0	17.0	28.0	51.0
794.0	7.0	11.0	17.0	28.0	51.0
795.0	7.0	11.0	17.0	28.0	51.0
796.0	7.0	11.0	17.0	28.0	51.0
797.0	7.0	11.0	17.0	28.0	51.0
798.0	7.0	11.0	17.0	28.0	51.0
799.0	7.0	11.0	17.0	28.0	51.0
800.0	7.0	11.0	17.0	28.0	51.0
801.0	7.0	11.0	17.0	28.0	51.0
802.0	7.0	11.0	17.0	28.0	51.0
803.0	7.0	11.0	17.0	28.0	51.0
804.0	7.0	11.0	17.0	28.0	51.0
805.0	7.0	11.0	17.0	28.0	51.0
806.0	7.0	11.0	17.0	28.0	51.0
807.0	7.0	11.0	17.0	28.0	51.0
808.0	7.0	11.0	17.0	28.0	51.0
809.0	7.0	11.0	17.0	28.0	51.0
810.0	7.0	11.0	17.0	28.0	51.0
811.0	7.0	11.0	17.0	28.0	51.0
812.0	7.0	11.0	17.0	28.0	51.0
813.0	7.0	11.0	17.0	28.0	51.0
814.0	7.0	11.0	17.0	28.0	51.0
815.0	7.0	11.0	17.0	28.0	51.0
816.0	7.0	11.0	17.0	28.0	51.0
817.0	7.0	11.0	17.0	28.0	51.0
818.0	7.0	11.0	17.0	28.0	51.0
819.0	7.0	11.0	17.0	28.0	51.0
820.0	7.0	11.0	17.0	28.0	51.0
821.0	7.0	11.0	17.0	28.0	51.0
822.0	7.0	11.0	17.0	28.0	51.0
823.0	7.0	11.0	17.0	28.0	51.0
824.0	7.0	11.0	17.0	28.0	51.0
825.0	7.0	11.0	17.0	28.0	51.0
826.0	7.0	11.0	17.0	28.0	51.0
827.0	7.0	11.0	17.0	28.0	51.0
828.0	7.0	11.0	17.0	28.0	51.0
829.0	7.0	11.0	17.0	28.0	51.0
830.0	7.0	11.0	17.0	28.0	51.0
831.0	7.0	11.0	17.0	28.0	51.0
832.0	7.0	11.0	17.0	28.0	51.0
833.0	7.0	11.0	17.0	28.0	51.0
834.0	7.0	11.0	17.0	28.0	51.0
835.0	7.0	11.0	17.0	28.0	51.0
836.0	7.0	11.0	17.0	28.0	51.0
837.0	7.0	11.0	17.0	28.0	51.0
838.0	7.0	11.0	17.0	28.0	51.0
839.0	7.0	11.0	17.0	28.0	51.0
840.0	7.0	11.0	17.0	28.0	51.0
841.0	7.0	11.0	17.0	28.0	51.0
842.0	7.0	11.0	17.0	28.0	51.0
843.0	7.0	11.0	17.0	28.0	51.0
844.0	7.0	11.0	17.0	28.0	51.0
845.0	7.0	11.0	17.0	28.0	51.0
846.0	7.0	11.0	17.0	28.0	51.0
847.0	7.0	11.0	17.0	28.0	51.0
848.0	7.0	11.0	17.0	28.0	51.0
849.0	7.0	11.0	17.0	28.0	51.0
850.0	7.0	11.0	17.0	28.0	51.0
851.0	7.0	11.0	17.0	28.0	51.0
852.0	7.0	11.0	17.0	28.0	51.0
853.0	7.0	11.0	17.0	28.0	51.0
854.0	7.0	11.0	17.0	28.0	51.0
855.0	7.0	11.0	17.0	28.0	51.0
856.0	7.0	11.0	17.0	28.0	51.0
857.0	7.0	11.0	17.0	28.0	51.0
858.0	7.0	11.0	17.0	28.0	51.0
859.0	7.0	11.0	17.0	28.0	51.0
860.0	7.0	11.0	17.0	28.0	51.0
861.0	7.0	11.0	17.0	28.0	51.0
862.0	7.0	11.0	17.0	28.0	51.0
863.0	7.0	11.0	17.0	29.0	51.0
864.0	7.0	11.0	17.0	29.0	51.0
865.0	7.0	11.0	17.0	29.0	51.0
866.0	7.0	11.0	17.0	29.0	51.0
867.0	7.0	11.0	17.0	29.0	51.0
868.0	7.0	11.0	17.0	29.0	51.0
869.0	7.0	11.0	17.0	29.0	51.0
870.0	7.0	11.0	17.0	29.0	51.0
871.0	7.0	11.0	17.0	29.0	51.0
872.0	7.0	11.0	17.0	29.0	51.0
873.0	7.0	11.0	17.0	29.0	51.0
874.0	7.0	11.0	17.0	29.0	51.0
875.0	7.0	11.0	17.0	29.0	51.0
876.0	7.0	11.0	17.0	29.0	51.0
877.0	7.0	11.0	17.0	29.0	51.0
878.0	7.0	11.0	17.0	29.0	51.0
879.0	7.0	11.0	17.0	29.0	51.0
880.0	7.0	11.0	17.0	29.0	51.0
881.0	7.0	11.0	17.0	29.0	51.0
882.0	7.0	11.0	17.0	29.0	51.0
883.0	7.0	11.0	17.0	29.0	51.0
884.0	7.0	11.0	17.0	29.0	51.0
885.0	7.0	11.0	17.0	29.0	51.0
886.0	7.0	11.0	17.0	29.0	51.0
887.0	7.0	11.0	17.0	29.0	51.0
888.0	7.0	11.0	17.0	29.0	51.0
889.0	7.0	11.0	17.0	29.0	51.0
890.0	7.0	11.0	17.0	29.0	51.0
891.0	7.0	11.0	17.0	29.0	51.0
892.0	7.0	11.0	17.0	29.0	51.0
893.0	7.0	11.0	17.0	29.0	51.0
894.0	7.0	11.0	17.0	29.0	51.0
895.0	7.0	11.0	17.0	29.0	51.0
896.0	7.0	11.0	17.0	29.0	51.0
897.0	7.0	11.0	17.0	29.0	51.0
898.0	7.0	11.0	17.0	29.0	51.0
899.0	7.0	11.0	17.0	29.0	51.0
900.0	7.0	11.0	17.0	29.0	51.0
901.0	7.0	11.0	17.0	29.0	51.0
902.0	7.0	11.0	17.0	29.0	51.0
903.0	7.0	11.0	17.0	29.0	51.0
904.0	7.0	11.0	17.0	29.0	51.0
905.0	7.0	11.0	17.0	29.0	51.0
906.0	7.0	11.0	17.0	29.0	51.0
907.0	7.0	11.0	17.0	29.0	51.0
908.0	7.0	11.0	17.0	29.0	51.0
909.0	7.0	11.0	17.0	29.0	51.0
910.0	7.0	11.0	17.0	29.0	51.0
911.0	7.0	11.0	17.0	29.0	51.0
912.0	7.0	11.0	17.0	29.0	51.0
913.0	7.0	11.0	17.0	29.0	51.0
914.0	7.0	11.0	17.0	29.0	51.0
915.0	7.0	11.0	17.0	29.0	51.0
916.0	7.0	11.0	17.0	29.0	51.0
917.0	7.0	11.0	17.0	29.0	51.0
918.0	7.0	11.0	17.0	29.0	51.0
919.0	7.0	11.0	17.0	29.0	51.0
920.0	7.0	11.0	17.0	29.0	51.0
921.0	7.0	11.0	17.0	29.0	51.0
922.0	7.0	11.0	17.0	29.0	51.0
923.0	7.0	11.0	17.0	29.0	51.0
924.0	7.0	11.0	17.0	29.0	51.0
925.0	7.0	11.0	17.0	29.0	51.0
926.0	7.0	11.0	17.0	29.0	51.0
927.0	7.0	11.0	17.0	29.0	51.0
928.0	7.0	11.0	17.0	29.0	51.0
929.0	7.0	11.0	17.0	29.0	51.0
930.0	7.0	11.0	17.0	29.0	51.0
931.0	7.0	11.0	17.0	29.0	51.0
932.0	7.0	11.0	17.0	29.0	51.0
933.0	7.0	11.0	17.0	29.0	51.0
934.0	7.0	11.0	17.0	29.0	51.0
935.0	7.0	11.0	17.0	29.0	51.0
936.0	7.0	11.0	17.0	29.0	51.0
937.0	7.0	11.0	17.0	29.0	51.0
938.0	7.0	11.0	17.0	29.0	51.0
939.0	7.0	11.0	17.0	29.0	51.0
940.0	7.0	11.0	17.0	29.0	51.0
941.0	7.0	11.0	17.0	29.0	51.0
942.0	7.0	11.0	17.0	29.0	51.0
943.0	7.0	11.0	17.0	29.0	51.0
944.0	7.0	11.0	17.0	29.0	51.0
945.0	7.0	11.0	17.0	29.0	51.0
946.0	7.0	11.0	17.0	29.0	51.0
947.0	7.0	11.0	17.0	29.0	51.0
948.0	7.0	11.0	17.0	29.0	51.0
949.0	7.0	11.0	17.0	29.0	51.0
950.0	7.0	11.0	17.0	29.0	51.0
951.0	7.0	11.0	17.0	29.0	51.0
952.0	7.0	11.0	17.0	29.0	51.0
953.0	7.0	11.0	17.0	29.0	51.0
954.0	7.0	11.0	17.0	29.0	51.0
955.0	7.0	11.0	17.0	29.0	51.0
956.0	7.0	11.0	17.0	29.0	51.0
957.0	7.0	11.0	17.0	29.0	51.0
958.0	7.0	11.0	17.0	29.0	51.0
959.0	7.0	11.0	17.0	29.0	51.0
960.0	7.0	11.0	17.0	29.0	51.0
961.0	8.0	11.0	17.0	29.0	51.0
962.0	8.0	11.0	17.0	29.0	51.0
963.0	8.0	11.0	17.0	29.0	51.0
964.0	8.0	11.0	17.0	29.0	51.0
965.0	8.0	11.0	17.0	29.0	51.0
966.0	8.0	11.0	17.0	29.0	51.0
967.0	8.0	11.0	17.0	29.0	51.0
968.0	8.0	11.0	17.0	29.0	51.0
969.0	8.0	11.0	17.0	29.0	51.0
970.0	8.0	11.0	17.0	29.0	51.0
971.0	8.0	11.0	17.0	29.0	51.0
972.0	8.0	11.0	17.0	29.0	51.0
973.0	8.0	11.0	17.0	29.0	51.0
974.0	8.0	11.0	17.0	29.0	51.0
975.0	8.0	11.0	17.0	29.0	51.0
976.0	8.0	11.0	17.0	29.0	51.0
977.0	8.0	11.0	17.0	29.0	51.0
978.0	8.0	11.0	17.0	29.0	51.0
979.0	8.0	11.0	17.0	29.0	51.0
980.0	8.0	11.0	17.0	29.0	51.0
981.0	8.0	11.0	17.0	29.0	51.0
982.0	8.0	11.0	17.0	29.0	51.0
983.0	8.0	11.0	17.0	29.0	51.0
984.0	8.0	11.0	17.0	29.0	51.0
985.0	8.0	11.0	17.0	29.0	51.0
986.0	8.0	11.0	17.0	29.0	51.0
987.0	8.0	11.0	17.0	29.0	51.0
988.0	8.0	11.0	17.0	29.0	51.0
989.0	8.0	11.0	17.0	29.0	51.0
990.0	8.0	11.0	17.0	29.0	51.0
991.0	8.0	11.0	17.0	29.0	51.0
992.0	8.0	11.0	17.0	29.0	51.0
993.0	8.0	11.0	17.0	29.0	51.0
994.0	8.0	11.0	17.0	29.0	51.0
995.0	8.0	11.0	17.0	29.0	51.0
996.0	8.0	11.0	17.0	29.0	51.0
997.0	8.0	11.0	17.0	29.0	51.0
998.0	8.0	11.0	17.0	29.0	51.0
999.0	8.0	11.0	17.0	29.0	51.0
1000.0	8.0	11.0	17.0	29.0	51.0
