L	b2	b4	b8	b16	b32	u2	u4	u8	u16	u32
498.0	2122.998840762215	2939.6606980059837	3728.485667374256	4395.088170694283	4871.721214991069	2325.699046489209	3276.6329031806317	4095.9999866318194	4681.142857142857	5242.88
499.0	2122.609749051973	2939.1301408676504	3727.994684709582	4394.76628474176	4871.448840632827	2325.669277541414	3276.6325676534225	4095.9999866049757	4681.142857142857	5242.88
500.0	2122.220802291794	2938.5999994966633	3727.5042693415844	4394.444731830072	4871.176856023481	2325.639508974661	3276.6322321262473	4095.999986578132	4681.142857142857	5242.88
501.0	2121.832000425453	2938.0702735286673	3727.0144204568915	4394.123511510802	4870.905260352923	2325.609740788946	3276.6318965991068	4095.999986551288	4681.142857142857	5242.88
502.0	2121.4433433967442	2937.5409625996317	3726.5251372433413	4393.80262333619	4870.6340528129485	2325.5799729842643	3276.6315610720003	4095.9999865244445	4681.142857142857	5242.88
503.0	2121.0548311494863	2937.0120663458492	3726.0364188899816	4393.482066859109	4870.363232597256	2325.55020556061	3276.6312255449284	4095.9999864976007	4681.142857142857	5242.88
504.0	2120.6664636275186	2936.483584403933	3725.5482645870625	4393.161841633077	4870.092798901443	2325.5204385179786	3276.630890017891	4095.999986470757	4681.142857142857	5242.88
505.0	2120.2782407747018	2935.9555164108183	3725.060673526041	4392.841947212252	4869.82275092299	2325.4906718563657	3276.6305544908873	4095.9999864439133	4681.142857142857	5242.88
506.0	2119.8901625349195	2935.4278620037635	3724.573644899574	4392.522383151432	4869.5530878612735	2325.4609055757655	3276.630218963918	4095.9999864170695	4681.142857142857	5242.88
507.0	2119.5022288520763	2934.9006208203446	3724.08717790152	4392.203149006052	4869.283808917547	2325.431139676174	3276.629883436984	4095.999986390226	4681.142857142857	5242.88
508.0	2119.1144396700993	2934.373792498462	3723.6012717269364	4391.884244332186	4869.014913294939	2325.4013741575864	3276.6295479100836	4095.999986363382	4681.142857142857	5242.88
509.0	2118.7267949329366	2933.8473766763354	3723.1159255720763	4391.565668686545	4868.746400198459	2325.371609019997	3276.629212383218	4095.9999863365383	4681.142857142857	5242.88
510.0	2118.339294584558	2933.321372992504	3722.6311386343873	4391.2474216264745	4868.478268834975	2325.3418442634015	3276.628876856387	4095.9999863096946	4681.142857142857	5242.88
511.0	2117.9519385689555	2932.7957810858293	3722.1469101125126	4390.929502709953	4868.210518413227	2325.312079887795	3276.628541329589	4095.999986282851	4681.142857142857	5242.88
512.0	2117.5647268301436	2932.2706005954897	3721.6632392062843	4390.611911495601	4867.943148143808	2325.282315893172	3276.628205802827	4095.999986256007	4681.142857142857	5242.88
513.0	2117.1776593121576	2931.7458311609853	3721.180125116725	4390.294647542662	4867.676157239169	2325.2525522795286	3276.6278702760983	4095.9999862291634	4681.142857142857	5242.88
514.0	2116.7907359590545	2931.221472422134	3720.697567046046	4389.977710411016	4867.409544913608	2325.2227890468594	3276.6275347494043	4095.9999862023196	4681.142857142857	5242.88
515.0	2116.403956714913	2930.697524019073	3720.2155641976424	4389.661099661175	4867.143310383272	2325.1930261951593	3276.6271992227444	4095.999986175476	4681.142857142857	5242.88
516.0	2116.0173215238337	2930.17398559226	3719.734115776096	4389.344814854283	4866.877452866147	2325.1632637244243	3276.6268636961195	4095.999986148632	4681.142857142857	5242.88
517.0	2115.63083032994	2929.650856782468	3719.2532209871697	4389.0288555521065	4866.611971582054	2325.1335016346484	3276.6265281695282	4095.9999861217884	4681.142857142857	5242.88
518.0	2115.2444830773757	2929.12813723079	3718.7728790378083	4388.713221317045	4866.346865752646	2325.103739925827	3276.6261926429715	4095.9999860949447	4681.142857142857	5242.88
519.0	2114.858279710305	2928.6058265786346	3718.293089136134	4388.397911712128	4866.082134601407	2325.0739785979563	3276.6258571164494	4095.999986068101	4681.142857142857	5242.88
520.0	2114.4722201729182	2928.083924467731	3717.8138504914464	4388.082926301007	4865.817777353638	2325.04421765103	3276.6255215899614	4095.999986041257	4681.142857142857	5242.88
521.0	2114.0863044094217	2927.562430540125	3717.335162314222	4387.768264647961	4865.553793236462	2325.014457085044	3276.6251860635084	4095.9999860144135	4681.142857142857	5242.88
522.0	2113.7005323640483	2927.041344438177	3716.8570238161105	4387.453926317892	4865.290181478815	2324.984696899993	3276.6248505370886	4095.9999859875697	4681.142857142857	5242.88
523.0	2113.314903981049	2926.520665804566	3716.3794342099322	4387.13991087633	4865.026941311443	2324.954937095873	3276.6245150107043	4095.999985960726	4681.142857142857	5242.88
524.0	2112.9294192046996	2926.000394282287	3715.9023927096787	4386.826217889424	4864.764071966896	2324.925177672678	3276.6241794843536	4095.9999859338823	4681.142857142857	5242.88
525.0	2112.544077979295	2925.4805295146507	3715.4258985305105	4386.512846923945	4864.501572679525	2324.8954186304036	3276.6238439580375	4095.9999859070385	4681.142857142857	5242.88
526.0	2112.1588802491524	2924.961071145284	3714.949950888753	4386.199797547289	4864.239442685476	2324.8656599690453	3276.623508431756	4095.999985880195	4681.142857142857	5242.88
527.0	2111.773825958612	2924.4420188181307	3714.474549001899	4385.8870693274675	4863.977681222689	2324.8359016885975	3276.6231729055085	4095.999985853351	4681.142857142857	5242.88
528.0	2111.388915052033	2923.923372177446	3713.9996920886015	4385.574661833115	4863.716287530888	2324.806143789056	3276.6228373792956	4095.9999858265073	4681.142857142857	5242.88
529.0	2111.0041474737995	2923.405130867804	3713.525379368678	4385.2625746334825	4863.455260851581	2324.776386270415	3276.622501853117	4095.9999857996636	4681.142857142857	5242.88
530.0	2110.619523168314	2922.8872945340922	3713.051610063103	4384.950807298437	4863.194600428059	2324.7466291326705	3276.6221663269725	4095.99998577282	4681.142857142857	5242.88
531.0	2110.235042080002	2922.369862821512	3712.578383394012	4384.639359398467	4862.934305505377	2324.7168723758177	3276.6218308008624	4095.999985745976	4681.142857142857	5242.88
532.0	2109.850704153312	2921.8528353755783	3712.1056985846926	4384.3282305046705	4862.674375330372	2324.6871159998514	3276.621495274787	4095.9999857191324	4681.142857142857	5242.88
533.0	2109.4665093327117	2921.3362118421223	3711.633554859591	4384.017420188767	4862.414809151635	2324.6573600047664	3276.621159748746	4095.9999856922886	4681.142857142857	5242.88
534.0	2109.082457562692	2920.8199918672867	3711.161951444304	4383.706928023082	4862.155606219526	2324.627604390558	3276.620824222739	4095.999985665445	4681.142857142857	5242.88
535.0	2108.6985487877637	2920.3041750975285	3710.6908875655804	4383.396753580561	4861.8967657861585	2324.597849157222	3276.620488696766	4095.999985638601	4681.142857142857	5242.88
536.0	2108.3147829524614	2919.788761179617	3710.2203624513168	4383.08689643476	4861.638287105399	2324.568094304753	3276.620153170828	4095.9999856117574	4681.142857142857	5242.88
537.0	2107.931160001339	2919.2737497606345	3709.7503753305596	4382.777356159843	4861.380169432862	2324.5383398331455	3276.6198176449243	4095.9999855849137	4681.142857142857	5242.88
538.0	2107.547679878974	2918.7591404879763	3709.2809254334998	4382.468132330587	4861.122412025906	2324.5085857423956	3276.619482119055	4095.99998555807	4681.142857142857	5242.88
539.0	2107.164342529964	2918.2449330093496	3708.8120119914724	4382.159224522379	4860.865014143629	2324.478832032498	3276.6191465932197	4095.9999855312262	4681.142857142857	5242.88
540.0	2106.781147898928	2917.7311269727725	3708.3436342369555	4381.850632311212	4860.6079750468625	2324.449078703448	3276.618811067419	4095.9999855043825	4681.142857142857	5242.88
541.0	2106.3980959305077	2917.2177220265767	3707.8757914035673	4381.54235527369	4860.351293998172	2324.4193257552406	3276.618475541653	4095.9999854775388	4681.142857142857	5242.88
542.0	2106.0151865693656	2916.704717819404	3707.4084827260663	4381.234392987021	4860.094970261848	2324.3895731878706	3276.6181400159207	4095.999985450695	4681.142857142857	5242.88
543.0	2105.6324197601857	2916.1921140002064	3706.9417074403464	4380.926745029019	4859.839003103904	2324.359821001334	3276.617804490223	4095.9999854238513	4681.142857142857	5242.88
544.0	2105.2497954476735	2915.6799102182495	3706.4754647834397	4380.619410978105	4859.583391792072	2324.330069195625	3276.61746896456	4095.9999853970075	4681.142857142857	5242.88
545.0	2104.867313576556	2915.1681061231066	3706.00975399351	4380.3123904133045	4859.328135595795	2324.300317770739	3276.617133438931	4095.999985370164	4681.142857142857	5242.88
546.0	2104.4849740915824	2914.6567013646627	3705.5445743098544	4380.00568291424	4859.073233786233	2324.2705667266714	3276.616797913336	4095.99998534332	4681.142857142857	5242.88
547.0	2104.1027769375214	2914.1456955931135	3705.0799249729	4379.699288061145	4858.818685636243	2324.2408160634172	3276.616462387776	4095.9999853164763	4681.142857142857	5242.88
548.0	2103.7207220591654	2913.635088458962	3704.6158052242045	4379.393205434852	4858.564490420389	2324.2110657809717	3276.61612686225	4095.9999852896326	4681.142857142857	5242.88
549.0	2103.3388094013276	2913.124879613024	3704.1522143064494	4379.087434616789	4858.310647414934	2324.1813158793298	3276.615791336759	4095.999985262789	4681.142857142857	5242.88
550.0	2102.9570389088412	2912.61506870642	3703.689151463446	4378.781975188988	4858.057155897825	2324.1515663584864	3276.6154558113017	4095.999985235945	4681.142857142857	5242.88
551.0	2102.5754105265632	2912.1056553905833	3703.226615940125	4378.476826734082	4857.804015148708	2324.1218172184367	3276.6151202858787	4095.9999852091014	4681.142857142857	5242.88
552.0	2102.1939241993696	2911.596639317255	3702.7646069825432	4378.171988835298	4857.551224448908	2324.092068459176	3276.6147847604902	4095.9999851822577	4681.142857142857	5242.88
553.0	2101.8125798721594	2911.088020138483	3702.3031238378744	4377.867461076461	4857.2987830814345	2324.0623200807	3276.6144492351364	4095.999985155414	4681.142857142857	5242.88
554.0	2101.431377489853	2910.579797506625	3701.8421657544145	4377.563243041993	4857.046690330971	2324.032572083003	3276.6141137098166	4095.99998512857	4681.142857142857	5242.88
555.0	2101.0503169973913	2910.071971074345	3701.3817319815735	4377.259334316911	4856.794945483869	2324.0028244660803	3276.613778184531	4095.9999851017265	4681.142857142857	5242.88
556.0	2100.669398339737	2909.5645404946167	3700.9218217698785	4376.955734486826	4856.54354782816	2323.9730772299267	3276.6134426592803	4095.9999850748827	4681.142857142857	5242.88
557.0	2100.288621461875	2909.057505420719	3700.462434370971	4376.652443137946	4856.29249665353	2323.943330374538	3276.6131071340633	4095.999985048039	4681.142857142857	5242.88
558.0	2099.9079863088105	2908.5508655062376	3700.0035690376026	4376.349459857066	4856.041791251328	2323.9135838999096	3276.6127716088813	4095.9999850211952	4681.142857142857	5242.88
559.0	2099.52749282557	2908.0446204050672	3699.545225023637	4376.046784231578	4855.791430914558	2323.8838378060354	3276.6124360837334	4095.9999849943515	4681.142857142857	5242.88
560.0	2099.147140957202	2907.538769771407	3699.0874015840463	4375.744415849462	4855.54141493788	2323.8540920929113	3276.6121005586197	4095.9999849675078	4681.142857142857	5242.88
561.0	2098.766930648776	2907.0333132597625	3698.6300979749085	4375.44235429929	4855.291742617597	2323.8243467605325	3276.6117650335405	4095.999984940664	4681.142857142857	5242.88
562.0	2098.386861845384	2906.528250524945	3698.1733134534084	4375.140599170221	4855.042413251659	2323.7946018088937	3276.611429508496	4095.9999849138203	4681.142857142857	5242.88
563.0	2098.006934492136	2906.023581222074	3697.7170472778344	4374.8391500520065	4854.793426139656	2323.764857237991	3276.6110939834853	4095.9999848869766	4681.142857142857	5242.88
564.0	2097.627148534168	2905.51930500657	3697.2612987075768	4374.538006534983	4854.544780582809	2323.735113047818	3276.610758458509	4095.999984860133	4681.142857142857	5242.88
565.0	2097.247503916634	2905.0154215341613	3696.806067003127	4374.237168210072	4854.29647588398	2323.705369238371	3276.6104229335674	4095.999984833289	4681.142857142857	5242.88
566.0	2096.86800058471	2904.5119304608816	3696.351351426074	4373.936634668783	4854.048511347649	2323.6756258096443	3276.6100874086596	4095.9999848064454	4681.142857142857	5242.88
567.0	2096.488638483593	2904.0088314430677	3695.897151239105	4373.636405503211	4853.800886279926	2323.645882761634	3276.609751883787	4095.9999847796016	4681.142857142857	5242.88
568.0	2096.109417558503	2903.50612413736	3695.443465706003	4373.336480306037	4853.553599988539	2323.6161400943347	3276.6094163589482	4095.999984752758	4681.142857142857	5242.88
569.0	2095.73033775468	2903.003808200706	3694.990294091644	4373.036858670519	4853.306651782832	2323.5863978077414	3276.6090808341437	4095.999984725914	4681.142857142857	5242.88
570.0	2095.351399017384	2902.5018832903525	3694.5376356619977	4372.737540190505	4853.060040973762	2323.5566559018494	3276.6087453093737	4095.9999846990704	4681.142857142857	5242.88
571.0	2094.9726012919	2902.000349063854	3694.0854896841224	4372.438524460418	4852.813766873891	2323.5269143766536	3276.6084097846383	4095.9999846722267	4681.142857142857	5242.88
572.0	2094.5939445235294	2901.499205179065	3693.633855426168	4372.139811075267	4852.567828797389	2323.4971732321496	3276.608074259937	4095.999984645383	4681.142857142857	5242.88
573.0	2094.2154286575987	2900.998451294146	3693.1827321573687	4371.841399630639	4852.322226060022	2323.467432468332	3276.60773873527	4095.999984618539	4681.142857142857	5242.88
574.0	2093.8370536394536	2900.498087067557	3692.7321191480473	4371.5432897227	4852.076957979159	2323.4376920851964	3276.6074032106376	4095.9999845916955	4681.142857142857	5242.88
575.0	2093.4588194144626	2899.9981121580627	3692.28201566961	4371.245480948193	4851.83202387375	2323.4079520827377	3276.607067686039	4095.9999845648517	4681.142857142857	5242.88
576.0	2093.080725928014	2899.498526224728	3691.8324209945445	4370.947972904441	4851.587423064342	2323.378212460951	3276.606732161475	4095.999984538008	4681.142857142857	5242.88
577.0	2092.702773125518	2898.9993289269223	3691.3833343964207	4370.650765189343	4851.343154873067	2323.3484732198312	3276.6063966369456	4095.9999845111643	4681.142857142857	5242.88
578.0	2092.3249609524055	2898.5005199243133	3690.934755149886	4370.35385740137	4851.099218623633	2323.318734359374	3276.606061112451	4095.9999844843205	4681.142857142857	5242.88
579.0	2091.947289354129	2898.002098876873	3690.4866825306676	4370.057249139573	4850.855613641326	2323.288995879574	3276.60572558799	4095.999984457477	4681.142857142857	5242.88
580.0	2091.569758276163	2897.5040654448726	3690.039115815568	4369.760940003575	4850.612339253008	2323.2592577804267	3276.6053900635634	4095.999984430633	4681.142857142857	5242.88
581.0	2091.192367664002	2897.0064192888844	3689.5920542824642	4369.464929593572	4850.369394787104	2323.2295200619274	3276.6050545391713	4095.9999844037893	4681.142857142857	5242.88
582.0	2090.8151174631616	2896.5091600697833	3689.1454972103047	4369.1692175103335	4850.1267795736085	2323.1997827240702	3276.604719014814	4095.9999843769456	4681.142857142857	5242.88
583.0	2090.4380076191787	2896.0122874487397	3688.699443879111	4368.873803355199	4849.884492944079	2323.170045766851	3276.6043834904904	4095.999984350102	4681.142857142857	5242.88
584.0	2090.0610380776116	2895.515801087229	3688.253893569975	4368.5786867300785	4849.642534231626	2323.1403091902653	3276.6040479662015	4095.999984323258	4681.142857142857	5242.88
585.0	2089.684208784041	2895.0197006470244	3687.808845565053	4368.2838672374555	4849.400902770913	2323.110572994308	3276.6037124419468	4095.9999842964144	4681.142857142857	5242.88
586.0	2089.3075196840664	2894.523985790196	3687.364299147572	4367.989344480377	4849.1595978981595	2323.080837178973	3276.6033769177266	4095.9999842695706	4681.142857142857	5242.88
587.0	2088.9309707233106	2894.0286561791177	3686.920253601822	4367.695118062463	4848.918618951126	2323.0511017442573	3276.6030413935405	4095.999984242727	4681.142857142857	5242.88
588.0	2088.554561847415	2893.5337114764607	3686.4767082131543	4367.401187587898	4848.677965269115	2323.021366690155	3276.602705869389	4095.999984215883	4681.142857142857	5242.88
589.0	2088.1782930020445	2893.0391513451923	3686.033662267985	4367.107552661434	4848.43763619297	2322.9916320166612	3276.602370345272	4095.9999841890394	4681.142857142857	5242.88
590.0	2087.8021641328846	2892.5449754485808	3685.591115053789	4366.814212888391	4848.197631065071	2322.961897723771	3276.6020348211887	4095.9999841621957	4681.142857142857	5242.88
591.0	2087.4261751856407	2892.0511834501917	3685.1490658591006	4366.52116787465	4847.957949229322	2322.93216381148	3276.601699297141	4095.999984135352	4681.142857142857	5242.88
592.0	2087.0503261060408	2891.557775013891	3684.7075139735084	4366.228417226657	4847.7185900311615	2322.9024302797834	3276.601363773126	4095.999984108508	4681.142857142857	5242.88
593.0	2086.6746168398327	2891.0647498038365	3684.2664586876595	4365.9359605514255	4847.479552817547	2322.8726971286756	3276.6010282491466	4095.9999840816645	4681.142857142857	5242.88
594.0	2086.299047332786	2890.5721074844896	3683.8258992932524	4365.643797456525	4847.240836936957	2322.8429643581526	3276.600692725201	4095.9999840548207	4681.142857142857	5242.88
595.0	2085.923617530691	2890.079847720604	3683.3858350830396	4365.351927550092	4847.002441739385	2322.8132319682086	3276.60035720129	4095.999984027977	4681.142857142857	5242.88
596.0	2085.54832737936	2889.5879701772333	3682.9462653508226	4365.06035044082	4846.764366576342	2322.7834999588395	3276.6000216774137	4095.9999840011333	4681.142857142857	5242.88
597.0	2085.1731768246254	2889.0964745197266	3682.507189391453	4364.769065737964	4846.526610800838	2322.7537683300397	3276.599686153571	4095.9999839742895	4681.142857142857	5242.88
598.0	2084.7981658123404	2888.6053604137282	3682.068606500829	4364.478073051343	4846.289173767396	2322.724037081805	3276.599350629763	4095.999983947446	4681.142857142857	5242.88
599.0	2084.4232942883805	2888.1146275251813	3681.6305159758963	4364.187371991323	4846.052054832039	2322.6943062141304	3276.5990151059896	4095.999983920602	4681.142857142857	5242.88
600.0	2084.048562198641	2887.624275520321	3681.192917114643	4363.896962168839	4845.8152533522825	2322.6645757270107	3276.5986795822505	4095.9999838937583	4681.142857142857	5242.88
601.0	2083.6739694890384	2887.134304065681	3680.755809216101	4363.606843195376	4845.578768687142	2322.6348456204414	3276.598344058545	4095.9999838669146	4681.142857142857	5242.88
602.0	2083.2995161055105	2886.6447128280893	3680.3191915803445	4363.317014682978	4845.342600197118	2322.6051158944174	3276.5980085348747	4095.999983840071	4681.142857142857	5242.88
603.0	2082.9252019940163	2886.155501474668	3679.8830635084837	4363.027476244243	4845.106747244203	2322.5753865489337	3276.597673011239	4095.999983813227	4681.142857142857	5242.88
604.0	2082.5510271005364	2885.666669672835	3679.44742430267	4362.738227492323	4844.871209191868	2322.5456575839858	3276.5973374876367	4095.9999837863834	4681.142857142857	5242.88
605.0	2082.17699137107	2885.178217090302	3679.012273266092	4362.449268040925	4844.635985405065	2322.5159289995686	3276.597001964069	4095.9999837595396	4681.142857142857	5242.88
606.0	2081.8030947516404	2884.690143395076	3678.5776097029716	4362.160597504307	4844.40107525022	2322.4862007956776	3276.596666440536	4095.999983732696	4681.142857142857	5242.88
607.0	2081.429337188289	2884.202448255456	3678.143432918563	4361.872215497279	4844.166478095234	2322.456472972307	3276.5963309170374	4095.999983705852	4681.142857142857	5242.88
608.0	2081.0557186270803	2883.7151313400373	3677.709742219156	4361.584121635205	4843.932193309475	2322.426745529453	3276.595995393573	4095.9999836790084	4681.142857142857	5242.88
609.0	2080.6822390140987	2883.2281923177047	3677.276536912066	4361.296315533995	4843.698220263776	2322.3970184671102	3276.595659870143	4095.9999836521647	4681.142857142857	5242.88
610.0	2080.3088982954496	2882.7416308576417	3676.843816305642	4361.008796810112	4843.464558330429	2322.3672917852737	3276.5953243467475	4095.999983625321	4681.142857142857	5242.88
611.0	2079.9356964172594	2882.255446629319	3676.411579709257	4360.721565080563	4843.231206883187	2322.3375654839388	3276.594988823386	4095.9999835984772	4681.142857142857	5242.88
612.0	2079.562633325676	2881.7696393025035	3675.979826433311	4360.43461996291	4842.998165297254	2322.3078395631005	3276.5946533000592	4095.9999835716335	4681.142857142857	5242.88
613.0	2079.1897089668673	2881.284208547253	3675.5485557892275	4360.147961075256	4842.76543294929	2322.278114022754	3276.5943177767667	4095.9999835447898	4681.142857142857	5242.88
614.0	2078.816923287023	2880.799154033918	3675.117767089453	4359.861588036255	4842.533009217394	2322.2483888628944	3276.5939822535083	4095.999983517946	4681.142857142857	5242.88
615.0	2078.4442762323524	2880.3144754331415	3674.687459647457	4359.575500465101	4842.300893481114	2322.218664083517	3276.5936467302845	4095.9999834911023	4681.142857142857	5242.88
616.0	2078.071767749088	2879.8301724158564	3674.2576327777256	4359.289697981538	4842.069085121438	2322.188939684617	3276.5933112070948	4095.9999834642585	4681.142857142857	5242.88
617.0	2077.699397783481	2879.346244653288	3673.828285795764	4359.0041802058495	4841.837583520787	2322.1592156661886	3276.5929756839396	4095.999983437415	4681.142857142857	5242.88
618.0	2077.327166281804	2878.8626918169525	3673.399418018095	4358.718946758867	4841.606388063018	2322.129492028228	3276.5926401608185	4095.999983410571	4681.142857142857	5242.88
619.0	2076.955073190351	2878.379513578657	3672.971028762255	4358.433997261959	4841.375498133418	2322.09976877073	3276.5923046377325	4095.9999833837273	4681.142857142857	5242.88
620.0	2076.5831184554368	2877.896709610499	3672.543117346796	4358.149331337041	4841.144913118695	2322.0700458936894	3276.59196911468	4095.9999833568836	4681.142857142857	5242.88
621.0	2076.2113020233955	2877.4142795848666	3672.115683091279	4357.864948606564	4840.914632406983	2322.040323397102	3276.5916335916622	4095.99998333004	4681.142857142857	5242.88
622.0	2075.8396238405853	2876.9322231744372	3671.7606820727724	4357.580848693522	4840.684655387835	2322.0106012809624	3276.591298068679	3855.058820386484	4681.142857142857	5242.88
623.0	2075.4680838533827	2876.45054005218	3671.54569027089	4357.29703122145	4840.45498145222	2321.980879545266	3276.5909625457302	3855.058820381431	4681.142857142857	5242.88
624.0	2075.0966820081844	2875.96922989135	3671.330788925904	4357.013495814414	4840.225609992516	2321.951158190008	3276.590627022815	3855.058820376378	4681.142857142857	5242.88
625.0	2074.7254182514116	2875.4882923654964	3671.1159779936197	4356.730242097026	4839.996540402512	2321.921437215183	3276.590291499935	3855.058820371325	4681.142857142857	5242.88
626.0	2074.3542925295014	2875.007727148452	3670.9012574298645	4356.447269694432	4839.767772077402	2321.891716620786	3276.5899559770887	3855.0588203662724	4681.142857142857	5242.88
627.0	2073.9833047889156	2874.527533914343	3670.6866271904873	4356.164578232312	4839.53930441378	2321.8619964068134	3276.5896204542773	3855.058820361219	4681.142857142857	5242.88
628.0	2073.6124549761357	2874.0477123375817	3670.472087231361	4355.882167336883	4839.31113680964	2321.8322765732596	3276.5892849315	3855.0588203561665	4681.142857142857	5242.88
629.0	2073.241743037662	2873.56826209287	3670.2576375083772	4355.600036634896	4839.08326866437	2321.802557120119	3276.5889494087573	3855.0588203511134	4681.142857142857	5242.88
630.0	2072.8711689200195	2873.0891828551953	3670.0432779774533	4355.3181857536365	4838.855699378748	2321.772838047388	3276.5886138860487	3855.0588203460607	4681.142857142857	5242.88
631.0	2072.5007325697497	2872.610474299836	3669.829008594525	4355.036614320922	4838.628428354943	2321.743119355061	3276.5882783633742	3855.0588203410075	4681.142857142857	5242.88
632.0	2072.1304339334188	2872.132136102355	3669.6148293155534	4354.755321965103	4838.401454996506	2321.713401043133	3276.5879428407347	3855.058820335955	4681.142857142857	5242.88
633.0	2071.76027295761	2871.6541679386055	3669.4007400965193	4354.47430831506	4838.174778708369	2321.6836831115997	3276.5876073181294	3855.0588203309017	4681.142857142857	5242.88
634.0	2071.39024958893	2871.1765694847254	3669.186740893426	4354.193573000206	4837.948398896846	2321.653965560456	3276.587271795558	3855.0588203258485	4681.142857142857	5242.88
635.0	2071.0203637740065	2870.6993404171394	3668.9728316623	4353.913115650483	4837.72231496962	2321.6242483896963	3276.5869362730214	3855.058820320796	4681.142857142857	5242.88
636.0	2070.650615459485	2870.222480412559	3668.7590123591876	4353.632935896359	4837.496526335748	2321.594531599317	3276.586600750519	3855.0588203157427	4681.142857142857	5242.88
637.0	2070.281004592034	2869.7459891479834	3668.545282940159	4353.353033368837	4837.271032405655	2321.5648151893124	3276.586265228051	3855.05882031069	4681.142857142857	5242.88
638.0	2069.911531118343	2869.2698663006963	3668.331643361306	4353.073407699441	4837.045832591128	2321.535099159678	3276.585929705617	3855.058820305637	4681.142857142857	5242.88
639.0	2069.5421949851207	2868.794111548266	3668.118093578741	4352.794058520228	4836.820926305317	2321.5053835104086	3276.5855941832183	3855.058820300584	4681.142857142857	5242.88
640.0	2069.1729961390974	2868.318724568549	3667.9046335486	4352.514985463772	4836.596312962731	2321.4756682414995	3276.585258660853	3855.058820295531	4681.142857142857	5242.88
641.0	2068.8039345270245	2867.8437050396847	3667.6912632270405	4352.236188163183	4836.371991979228	2321.445953352946	3276.5849231385228	3855.0588202904783	4681.142857142857	5242.88
642.0	2068.435010095673	2867.3690526400987	3667.47798257024	4351.957666252086	4836.147962772026	2321.416238844743	3276.584587616226	3855.058820285425	4681.142857142857	5242.88
643.0	2068.066222791835	2866.894767048501	3667.264791534401	4351.679419364636	4835.924224759682	2321.386524716886	3276.5842520939646	3855.0588202803724	4681.142857142857	5242.88
644.0	2067.6975725623242	2866.420847943886	3667.0516900757452	4351.401447135508	4835.700777362103	2321.3568109693692	3276.5839165717366	3855.0588202753192	4681.142857142857	5242.88
645.0	2067.329059353973	2865.947295005532	3666.8386781505183	4351.1237491999	4835.477620000534	2321.327097602189	3276.5835810495437	3855.0588202702666	4681.142857142857	5242.88
646.0	2066.9606831136366	2865.4741079130017	3666.6257557149866	4350.846325193532	4835.2547520975595	2321.2973846153395	3276.583245527385	3855.0588202652134	4681.142857142857	5242.88
647.0	2066.5924437881895	2865.0012863461407	3666.412922725438	4350.569174752642	4835.032173077098	2321.267672008816	3276.5829100052606	3855.0588202601607	4681.142857142857	5242.88
648.0	2066.224341324527	2864.52882998508	3666.2001791381826	4350.292297513992	4834.809882364401	2321.2379597826143	3276.58257448317	3855.0588202551075	4681.142857142857	5242.88
649.0	2065.8563756695658	2864.056738510231	3665.987524909554	4350.015693114859	4834.5878793860475	2321.2082479367295	3276.5822389611144	3855.058820250055	4681.142857142857	5242.88
650.0	2065.488546770242	2863.58501160229	3665.7749599959043	4349.739361193043	4834.366163569938	2321.1785364711554	3276.581903439093	3855.0588202450017	4681.142857142857	5242.88
651.0	2065.1208545735126	2863.1136489422356	3665.5624843536098	4349.463301386855	4834.1447343453	2321.148825385889	3276.581567917106	3855.0588202399485	4681.142857142857	5242.88
652.0	2064.7532990263576	2862.642650211328	3665.3500979390687	4349.18751333513	4833.923591142678	2321.1191146809238	3276.581232395153	3855.058820234896	4681.142857142857	5242.88
653.0	2064.3858800757735	2862.172015091111	3665.1378007087	4348.911996677214	4833.702733393929	2321.0894043562557	3276.5808968732354	3855.0588202298427	4681.142857142857	5242.88
654.0	2064.01859766878	2861.7017432634093	3664.925592618944	4348.6367510529735	4833.482160532222	2321.0596944118797	3276.580561351351	3855.05882022479	4681.142857142857	5242.88
655.0	2063.651451752417	2861.23183441033	3664.7134736262633	4348.361776102782	4833.261871992041	2321.029984847791	3276.5802258295016	3855.058820219737	4681.142857142857	5242.88
656.0	2063.2844422737444	2860.76228821426	3664.5014436871434	4348.087071467535	4833.041867209167	2321.000275663985	3276.579890307686	3855.058820214684	4681.142857142857	5242.88
657.0	2062.9175691798446	2860.293104357869	3664.2895027580907	4347.8126367886325	4832.82214562069	2320.9705668604565	3276.5795547859057	3855.058820209631	4681.142857142857	5242.88
658.0	2062.550832417817	2859.824282524109	3664.0776507956325	4347.538471707996	4832.602706664995	2320.9408584372004	3276.5792192641593	3855.0588202045783	4681.142857142857	5242.88
659.0	2062.1842319347847	2859.355822396208	3663.865887756319	4347.264575868055	4832.383549781767	2320.9111503942127	3276.578883742447	3855.058820199525	4681.142857142857	5242.88
660.0	2061.8177676778905	2858.8877236576805	3663.6542135967206	4346.990948911745	4832.164674411981	2320.8814427314874	3276.578548220769	3855.0588201944724	4681.142857142857	5242.88
661.0	2061.451439594297	2858.4199859923156	3663.442628273432	4346.717590482518	4831.946079997901	2320.8517354490205	3276.5782126991257	3855.0588201894193	4681.142857142857	5242.88
662.0	2061.0852476311875	2857.9526090841855	3663.2311317430667	4346.444500224335	4831.72776598308	2320.8220285468065	3276.5778771775163	3855.0588201843666	4681.142857142857	5242.88
