L	b2	b4	b8	b16	b32	u2	u4	u8	u16	u32
252.0	2236.6766599283733	3083.7770110981933	3868.749371558695	4518.9440222378835	4966.377323552195	2686.978326416734	3276.715443917983	4095.9999932353785	4854.518518518518	5349.877551020408
253.0	2235.09905403861	3083.1322487859675	3868.0907801552753	4518.205924618217	4965.811575669464	2686.8063598038434	3276.7151083823214	4095.9999932085348	4854.518518518518	5349.877551020408
254.0	2233.5239191294195	3082.4880024327285	3867.432997880592	4517.469558980809	4965.247400623099	2686.6344041968164	3276.7147728466944	4095.999993181691	4854.518518518518	5349.877551020408
255.0	2231.9512511058097	3081.8442715854026	3866.7760235613146	4516.734919885865	4964.684792078165	2686.4624595949476	3276.7144373111014	4095.9999931548473	4854.518518518518	5349.877551020408
256.0	2230.3810458795933	3081.2010557913145	3866.1198560258617	4516.002001912024	4964.123743728665	2686.2905259975337	3276.714101775543	4095.9999931280036	4854.518518518518	5349.877551020408
257.0	2228.813299369374	3080.5583545981926	3865.4644941043975	4515.270799656285	4963.564249297413	2686.1186034038697	3276.7137662400187	4095.99999310116	4854.518518518518	5349.877551020408
258.0	2227.2480075005374	3079.916167554164	3864.809936628828	4514.541307733949	4963.006302535876	2685.946691813252	3276.713430704529	4095.999993074316	4854.518518518518	5349.877551020408
259.0	2225.6851662052354	3079.274494207756	3864.156182432799	4513.813520778552	4962.449897224053	2685.7747912249765	3276.7130951690733	4095.9999930474723	4854.518518518518	5349.877551020408
260.0	2224.124771422381	3078.6333341078966	3863.503230351697	4513.087433441806	4961.895027170332	2685.602901638338	3276.7127596336527	4095.9999930206286	4854.518518518518	5349.877551020408
261.0	2222.5668190976335	3077.9926868039124	3862.851079222639	4512.363040393534	4961.341686211358	2685.431023052633	3276.7124240982657	4095.999992993785	4854.518518518518	5349.877551020408
262.0	2221.0113051833855	3077.352551845531	3862.1997278844756	4511.640336321606	4960.78986821189	2685.259155467158	3276.7120885629133	4095.999992966941	4854.518518518518	5349.877551020408
263.0	2219.4582256387557	3076.712928782875	3861.54917517779	4510.919315931877	4960.2395670646765	2685.0872988812084	3276.7117530275955	4095.9999929400974	4854.518518518518	5349.877551020408
264.0	2218.156168451324	3076.0738171664702	3860.899419944889	4510.199973948128	4959.690776690312	2332.675467595093	3276.7114174923117	4095.9999929132537	4854.518518518518	5349.877551020408
265.0	2217.7315641368396	3075.435216547236	3860.2504610298056	4509.482305112002	4959.143491037112	2332.6456093491074	3276.7110819570626	4095.99999288641	4854.518518518518	5349.877551020408
266.0	2217.307118548685	3074.797126476493	3859.6022972782953	4508.766304182941	4958.59770408097	2332.6157514853076	3276.7107464218475	4095.999992859566	4854.518518518518	5349.877551020408
267.0	2216.8828316252816	3074.1595465059568	3858.9549275378313	4508.051965938126	4958.053409825239	2332.5858940036883	3276.710410886667	4095.9999928327225	4854.518518518518	5349.877551020408
268.0	2216.458703305075	3073.5224761877407	3858.308350657605	4507.339285172414	4957.510602300589	2332.556036904245	3276.710075351521	4095.9999928058787	4854.518518518518	5349.877551020408
269.0	2216.034733526536	3072.885915074355	3857.662565488522	4506.628256698278	4956.969275564879	2332.5261801869724	3276.7097398164087	4095.999992779035	4854.518518518518	5349.877551020408
270.0	2215.610922228158	3072.249862718706	3857.0175708831994	4505.918875345749	4956.429423703031	2332.4963238518662	3276.7094042813314	4095.9999927521912	4854.518518518518	5349.877551020408
271.0	2215.1872693484584	3071.6143186740965	3856.3733656959625	4505.21113596235	4955.891040826895	2332.4664678989207	3276.7090687462887	4095.9999927253475	4854.518518518518	5349.877551020408
272.0	2214.763774825978	3070.9792824942238	3855.729948782845	4504.505033413037	4955.354121075125	2332.4366123281316	3276.7087332112797	4095.999992698504	4854.518518518518	5349.877551020408
273.0	2214.3404385992844	3070.344753733181	3855.087319001583	4503.800562580143	4954.818658613044	2332.406757139494	3276.708397676305	4095.99999267166	4854.518518518518	5349.877551020408
274.0	2213.9172606069646	3069.7107319454562	3854.445475211615	4503.097718363311	4954.2846476325285	2332.3769023330024	3276.708062141365	4095.9999926448163	4854.518518518518	5349.877551020408
275.0	2213.4942407876324	3069.0772166859324	3853.804416274078	4502.396495679441	4953.752082351866	2332.3470479086523	3276.70772660646	4095.9999926179726	4854.518518518518	5349.877551020408
276.0	2213.0713790799255	3068.444207509886	3853.164141051806	4501.696889462621	4953.220957015641	2332.317193866439	3276.7073910715885	4095.999992591129	4854.518518518518	5349.877551020408
277.0	2212.648675422504	3067.8117039729873	3852.524648409325	4500.998894664082	4952.691265894604	2332.2873402063574	3276.7070555367513	4095.999992564285	4854.518518518518	5349.877551020408
278.0	2212.2261297540517	3067.1797056313007	3851.885937212856	4500.3025062521265	4952.1630032855455	2332.2574869284026	3276.7067200019487	4095.9999925374414	4854.518518518518	5349.877551020408
279.0	2211.803742013279	3066.5482120412835	3851.248006330305	4499.607719212071	4951.636163511176	2332.22763403257	3276.70638446718	4095.9999925105976	4854.518518518518	5349.877551020408
280.0	2211.3815121389166	3065.9172227597865	3850.6108546312653	4498.914528546192	4951.110740919997	2332.1977815188543	3276.7060489324467	4095.999992483754	4854.518518518518	5349.877551020408
281.0	2210.9594400697215	3065.2867373440504	3849.9744809870162	4498.222929273666	4950.58672988618	2332.1679293872508	3276.7057133977473	4095.99999245691	4854.518518518518	5349.877551020408
282.0	2210.5375257444734	3064.656755351711	3849.3388842705153	4497.532916430506	4950.064124809446	2332.1380776377546	3276.705377863082	4095.9999924300664	4854.518518518518	5349.877551020408
283.0	2210.1157691019753	3064.0272763407947	3848.7040633563993	4496.844485069512	4949.542920114938	2332.108226270361	3276.7050423284513	4095.9999924032227	4854.518518518518	5349.877551020408
284.0	2209.6941700810544	3063.398299869719	3848.0700171209833	4496.157630260204	4949.023110253107	2332.0783752850643	3276.7047067938547	4095.999992376379	4854.518518518518	5349.877551020408
285.0	2209.272728620563	3062.7698254972915	3847.436744442254	4495.472347088774	4948.504689699581	2332.0485246818607	3276.7043712592927	4095.999992349535	4854.518518518518	5349.877551020408
286.0	2208.8514446593754	3062.1418527827136	3846.804244199869	4494.788630658018	4947.987652955055	2332.0186744607445	3276.704035724765	4095.9999923226915	4854.518518518518	5349.877551020408
287.0	2208.4303181363903	3061.514381285574	3846.172515275157	4494.106476087282	4947.471994545164	2331.9888246217115	3276.7037001902713	4095.9999922958477	4854.518518518518	5349.877551020408
288.0	2208.0093489905303	3060.887410565853	3845.5415565511103	4493.425878512412	4946.95770902037	2331.958975164756	3276.7033646558125	4095.999992269004	4854.518518518518	5349.877551020408
289.0	2207.588537160741	3060.26094018392	3844.911366912386	4492.746833085687	4946.444790955835	2331.929126089874	3276.7030291213878	4095.9999922421603	4854.518518518518	5349.877551020408
290.0	2207.1678825859926	3059.6349697005335	3844.2819452453023	4492.0693349757685	4945.933234951312	2331.89927739706	3276.702693586997	4095.9999922153165	4854.518518518518	5349.877551020408
291.0	2206.747385205279	3059.009498676842	3843.653290437836	4491.393379367639	4945.423035631024	2331.869429086309	3276.7023580526416	4095.999992188473	4854.518518518518	5349.877551020408
292.0	2206.327044957617	3058.384526674382	3843.0254013796202	4490.718961462551	4944.9141876435415	2331.839581157617	3276.70202251832	4095.999992161629	4854.518518518518	5349.877551020408
293.0	2205.906861782048	3057.7600532550773	3842.398276961942	4490.046076477969	4944.406685661677	2331.8097336109777	3276.7016869840327	4095.9999921347853	4854.518518518518	5349.877551020408
294.0	2205.4868356176366	3057.136077981241	3841.7719160777397	4489.374719647509	4943.90052438236	2331.7798864463875	3276.70135144978	4095.9999921079416	4854.518518518518	5349.877551020408
295.0	2205.0669664034704	3056.5126004155745	3841.146317621599	4488.704886220889	4943.3956985265295	2331.750039663841	3276.701015915561	4095.999992081098	4854.518518518518	5349.877551020408
296.0	2204.6472540786617	3055.8896201211646	3840.5214804897555	4488.036571463869	4942.892202839011	2331.7201932633334	3276.7006803813774	4095.999992054254	4854.518518518518	5349.877551020408
297.0	2204.2276985823464	3055.267136661485	3839.8974035800834	4487.3697706582	4942.39003208841	2331.6903472448594	3276.7003448472274	4095.9999920274104	4854.518518518518	5349.877551020408
298.0	2203.808299853684	3054.645149600399	3839.274085792104	4486.704479101561	4941.889181066995	2331.6605016084145	3276.700009313112	4095.9999920005666	4854.518518518518	5349.877551020408
299.0	2203.389057831857	3054.023658502151	3838.6515260269734	4486.0406921075155	4941.389644590583	2331.630656353994	3276.699673779031	4095.999991973723	4854.518518518518	5349.877551020408
300.0	2202.9699724560714	3053.4026629313767	3838.029723187485	4485.378405005443	4940.891417498433	2331.6008114815927	3276.6993382449846	4095.999991946879	4854.518518518518	5349.877551020408
301.0	2202.551043665559	3052.782162453094	3837.4086761780677	4484.717613140498	4940.3944946531265	2331.5709669912053	3276.699002710972	4095.9999919200354	4854.518518518518	5349.877551020408
302.0	2202.1322713995714	3052.1621566327062	3836.7883839047818	4484.058311873543	4939.898870940463	2331.541122882828	3276.698667176994	4095.9999918931917	4854.518518518518	5349.877551020408
303.0	2201.713655597388	3051.5426450360033	3836.168845275315	4483.400496581104	4939.404541269345	2331.5112791564547	3276.69833164305	4095.999991866348	4854.518518518518	5349.877551020408
304.0	2201.2951961983085	3050.923627229158	3835.5500591989835	4482.74416265531	4938.911500571669	2331.4814358120816	3276.697996109141	4095.999991839504	4854.518518518518	5349.877551020408
305.0	2200.8768931416585	3050.3051027787274	3834.932024586726	4482.089305503843	4938.419743802217	2331.451592849703	3276.697660575266	4095.9999918126605	4854.518518518518	5349.877551020408
306.0	2200.4587463667845	3049.687071251654	3834.314740351106	4481.435920549884	4937.929265938547	2331.4217502693145	3276.6973250414258	4095.9999917858167	4854.518518518518	5349.877551020408
307.0	2200.0407558130596	3049.0695322152615	3833.6982054063033	4480.7840032320555	4937.440061980882	2331.391908070911	3276.696989507619	4095.999991758973	4854.518518518518	5349.877551020408
308.0	2199.6229214198784	3048.4524852372588	3833.082418668117	4480.133549004371	4936.952126952001	2331.3620662544877	3276.6966539738473	4095.9999917321293	4854.518518518518	5349.877551020408
309.0	2199.2052431266598	3047.8359298857363	3832.467379053958	4479.484553336187	4936.465455897144	2331.3322248200393	3276.69631844011	4095.9999917052855	4854.518518518518	5349.877551020408
310.0	2198.787720872846	3047.219865729168	3831.8530854828537	4478.837011712135	4935.980043883884	2331.302383767562	3276.6959829064067	4095.999991678442	4854.518518518518	5349.877551020408
311.0	2198.3703545979033	3046.6042923364075	3831.239536875437	4478.1909196320885	4935.495886002037	2331.2725430970495	3276.695647372738	4095.999991651598	4854.518518518518	5349.877551020408
312.0	2197.95314424132	3045.989209276695	3830.6267321539503	4477.546272611093	4935.012977363553	2331.2427028084976	3276.695311839104	4095.9999916247543	4854.518518518518	5349.877551020408
313.0	2197.53608974261	3045.3746161196473	3830.014670242241	4476.903066179325	4934.531313102404	2331.2128629019016	3276.6949763055036	4095.9999915979106	4854.518518518518	5349.877551020408
314.0	2197.119191041309	3044.7605124352644	3829.4033500657574	4476.261295882034	4934.050888374483	2331.1830233772566	3276.694640771938	4095.999991571067	4854.518518518518	5349.877551020408
315.0	2196.7024480769774	3044.146897793927	3828.7927705515513	4475.620957279492	4933.571698357506	2331.153184234557	3276.6943052384067	4095.999991544223	4854.518518518518	5349.877551020408
316.0	2196.285860789198	3043.5337717663974	3828.1829306282684	4474.982045946944	4933.093738250894	2331.123345473799	3276.6939697049097	4095.9999915173794	4854.518518518518	5349.877551020408
317.0	2195.869429117578	3042.9211339238163	3827.5738292261526	4474.344557474549	4932.617003275684	2331.0935070949768	3276.6936341714472	4095.9999914905356	4854.518518518518	5349.877551020408
318.0	2195.453153001747	3042.308983837704	3826.9654652770387	4473.708487467338	4932.141488674415	2331.063669098086	3276.693298638019	4095.999991463692	4854.518518518518	5349.877551020408
319.0	2195.0370323813604	3041.6973210799615	3826.3578377143526	4473.073831545157	4931.667189711034	2331.0338314831215	3276.692963104625	4095.999991436848	4854.518518518518	5349.877551020408
320.0	2194.621067196093	3041.0861452228687	3825.7509454731103	4472.440585342614	4931.194101670788	2331.003994250078	3276.6926275712653	4095.9999914100044	4854.518518518518	5349.877551020408
321.0	2194.205257385647	3040.4754558390837	3825.1447874899122	4471.808744509036	4930.722219860124	2330.974157398952	3276.69229203794	4095.9999913831607	4854.518518518518	5349.877551020408
322.0	2193.789602889746	3039.8652525016428	3824.539362702941	4471.178304708409	4930.251539606592	2330.944320929737	3276.691956504649	4095.999991356317	4854.518518518518	5349.877551020408
323.0	2193.3741036481374	3039.2555347839616	3823.934670051962	4470.549261619332	4929.78205625874	2330.914484842429	3276.691620971393	4095.9999913294732	4854.518518518518	5349.877551020408
324.0	2192.958759600592	3038.646302259832	3823.330708478319	4469.921610934967	4929.313765186015	2330.8846491370227	3276.691285438171	4095.9999913026295	4854.518518518518	5349.877551020408
325.0	2192.543570686905	3038.0375545034244	3822.727476924933	4469.295348362988	4928.846661778666	2330.854813813514	3276.690949904983	4095.9999912757858	4854.518518518518	5349.877551020408
326.0	2192.1285368468916	3037.429291089287	3822.1249743362964	4468.670469625529	4928.3807414476405	2330.824978871897	3276.6906143718297	4095.999991248942	4854.518518518518	5349.877551020408
327.0	2191.7136580203946	3036.8215115923426	3821.523199658476	4468.046970459137	4927.91599962449	2330.7951443121674	3276.6902788387106	4095.9999912220983	4854.518518518518	5349.877551020408
328.0	2191.298934147279	3036.2142155878914	3820.9221518391064	4467.424846614719	4927.45243176127	2330.76531013432	3276.689943305626	4095.9999911952546	4854.518518518518	5349.877551020408
329.0	2190.8843651674306	3035.607402651611	3820.321829827389	4466.804093857497	4926.990033330447	2330.7354763383505	3276.6896077725755	4095.999991168411	4854.518518518518	5349.877551020408
330.0	2190.4699510207615	3035.001072359553	3819.7222325740922	4466.184707966954	4926.528799824792	2330.705642924253	3276.6892722395596	4095.999991141567	4854.518518518518	5349.877551020408
331.0	2190.055691647207	3034.3952242881446	3819.1233590315433	4465.5666847367875	4926.068726757293	2330.6758098920236	3276.6889367065783	4095.9999911147233	4854.518518518518	5349.877551020408
332.0	2189.6415869867233	3033.7898580141896	3818.525208153631	4464.950019974858	4925.609809661052	2330.645977241657	3276.688601173631	4095.9999910878796	4854.518518518518	5349.877551020408
333.0	2189.2276369792926	3033.1849731148645	3817.927778895802	4464.33470950314	4925.152044089196	2330.616144973148	3276.6882656407183	4095.999991061036	4854.518518518518	5349.877551020408
334.0	2188.8138415649187	3032.5805691677215	3817.3310702150575	4463.720749157683	4924.695425614779	2330.5863130864923	3276.6879301078397	4095.999991034192	4854.518518518518	5349.877551020408
335.0	2188.40020068363	3031.976645750687	3816.7350810699527	4463.108134788544	4924.239949830684	2330.5564815816847	3276.6875945749953	4095.9999910073484	4854.518518518518	5349.877551020408
336.0	2187.986714275476	3031.373202442061	3816.1398104205923	4462.496862259758	4923.785612349532	2330.5266504587203	3276.6872590421854	4095.9999909805047	4854.518518518518	5349.877551020408
337.0	2187.573382280533	3030.7702388205157	3815.5452572286304	4461.886927449277	4923.33240880359	2330.4968197175945	3276.68692350941	4095.999990953661	4854.518518518518	5349.877551020408
338.0	2187.1602046388975	3030.167754465099	3814.9514204572656	4461.278326248928	4922.880334844673	2330.466989358302	3276.686587976669	4095.999990926817	4854.518518518518	5349.877551020408
339.0	2186.747181290691	3029.5657489552277	3814.358299071241	4460.671054564365	4922.429386144055	2330.4371593808382	3276.6862524439625	4095.9999908999735	4854.518518518518	5349.877551020408
340.0	2186.3343121760563	3028.964221870696	3813.765892036842	4460.06510831502	4921.979558392372	2330.407329785198	3276.68591691129	4095.9999908731297	4854.518518518518	5349.877551020408
341.0	2185.921597235162	3028.363172791666	3813.1741983218903	4459.46048343405	4921.530847299539	2330.3775005713765	3276.685581378652	4095.999990846286	4854.518518518518	5349.877551020408
342.0	2185.509036408199	3027.7626012986734	3812.5832168957472	4458.857175868302	4921.083248594647	2330.347671739369	3276.685245846048	4095.9999908194422	4854.518518518518	5349.877551020408
343.0	2185.09662963538	3027.162506972626	3811.9929467293077	4458.255181578255	4920.636758025878	2330.317843289171	3276.684910313479	4095.9999907925985	4854.518518518518	5349.877551020408
344.0	2184.6843768569424	3026.5628893948	3811.403386794998	4457.654496537979	4920.191371360417	2330.2880152207767	3276.6845747809443	4095.999990765755	4854.518518518518	5349.877551020408
345.0	2184.2722780131467	3025.9637481468462	3810.8145360667745	4457.055116735083	4919.747084384356	2330.2581875341816	3276.6842392484436	4095.999990738911	4854.518518518518	5349.877551020408
346.0	2183.860333044277	3025.3650828107825	3810.2263935201217	4456.457038170672	4919.303892902607	2330.2283602293815	3276.6839037159775	4095.9999907120673	4854.518518518518	5349.877551020408
347.0	2183.448541890639	3024.7668929689994	3809.638958132049	4455.8602568593005	4918.861792738814	2330.1985333063703	3276.6835681835455	4095.9999906852236	4854.518518518518	5349.877551020408
348.0	2183.0369044925633	3024.169178204255	3809.0522288810894	4455.264768828925	4918.420779735258	2330.168706765144	3276.683232651148	4095.99999065838	4854.518518518518	5349.877551020408
349.0	2182.625420790402	3023.5719380996793	3808.4662047472953	4454.670570120856	4917.980849752781	2330.138880605697	3276.682897118785	4095.999990631536	4854.518518518518	5349.877551020408
350.0	2182.2140907245325	3022.9751722387696	3807.880884712239	4454.077656789716	4917.541998670683	2330.1090548280254	3276.682561586456	4095.9999906046924	4854.518518518518	5349.877551020408
351.0	2181.8029142353544	3022.3788802053923	3807.296267759007	4453.486024903388	4917.1042223866425	2330.079229432123	3276.6822260541617	4095.9999905778486	4854.518518518518	5349.877551020408
352.0	2181.391891263289	3021.7830615837825	3806.7123528722027	4452.895670542976	4916.667516816631	2330.0494044179864	3276.6818905219016	4095.999990551005	4854.518518518518	5349.877551020408
353.0	2180.9810217487825	3021.187715958545	3806.129139037939	4452.306589802757	4916.231877894821	2330.01957978561	3276.6815549896755	4095.999990524161	4854.518518518518	5349.877551020408
354.0	2180.5703056323046	3020.5928429146497	3805.5466252438373	4451.71877879013	4915.797301573503	2329.9897555349885	3276.6812194574845	4095.9999904973174	4854.518518518518	5349.877551020408
355.0	2180.1597428543464	3019.9984420374353	3804.9648104790285	4451.132233625582	4915.363783822998	2329.959931666118	3276.680883925327	4095.9999904704737	4854.518518518518	5349.877551020408
356.0	2179.749333355423	3019.404512912609	3804.3836937341466	4450.54695044263	4914.931320631575	2329.930108178992	3276.680548393205	4095.99999044363	4854.518518518518	5349.877551020408
357.0	2179.339077076073	3018.8110551262425	3803.80327400133	4449.962925387787	4914.4999080053585	2329.9002850736074	3276.6802128611166	4095.999990416786	4854.518518518518	5349.877551020408
358.0	2178.928973956858	3018.218068264776	3803.2235502742155	4449.380154620511	4914.113134165571	2329.8704623499584	3276.6798773290625	4095.9999903899425	4854.518518518518	5242.88
359.0	2178.519023938361	3017.6255519150136	3802.6445215479384	4448.798634313164	4913.7772247618095	2329.8406400080403	3276.6795417970434	4095.9999903630987	4854.518518518518	5242.88
360.0	2178.109226961191	3017.0335056641293	3802.066186819132	4448.218360650961	4913.441839728715	2329.810818047848	3276.679206265058	4095.999990336255	4854.518518518518	5242.88
361.0	2177.6995829659777	3016.4419290996575	3801.488545085919	4447.639329831934	4913.106977937162	2329.780996469377	3276.678870733107	4095.9999903094113	4854.518518518518	5242.88
362.0	2177.2900918933747	3015.8508218095026	3800.911595347918	4447.061538066881	4912.772638260712	2329.7511752726223	3276.6785352011907	4095.9999902825675	4854.518518518518	5242.88
363.0	2176.88075368406	3015.2601833819313	3800.3353366062343	4446.4849815793295	4912.438819575609	2329.7213544575784	3276.6781996693085	4095.999990255724	4854.518518518518	5242.88
364.0	2176.4715682787314	3014.6700134055745	3799.7597678634597	4445.909656605482	4912.105520760784	2329.6915340242417	3276.677864137461	4095.99999022888	4854.518518518518	5242.88
365.0	2176.062535618113	3014.0803114694295	3799.1848881236733	4445.3355593941815	4911.772740697836	2329.661713972606	3276.6775286056472	4095.9999902020363	4854.518518518518	5242.88
366.0	2175.6536556429496	3013.4910771628556	3798.610696392435	4444.762686206864	4911.440478271027	2329.6318943026668	3276.6771930738682	4095.9999901751926	4854.518518518518	5242.88
367.0	2175.244928294011	3012.9023100755776	3798.037191676783	4444.191033317515	4911.1087323672855	2329.60207501442	3276.676857542124	4095.999990148349	4854.518518518518	5242.88
368.0	2174.836353512088	3012.3140097976807	3797.464372985238	4443.620597012627	4910.777501876188	2329.5722561078596	3276.6765220104135	4095.999990121505	4854.518518518518	5242.88
369.0	2174.4279312379963	3011.7261759196167	3796.892239327792	4443.051373591157	4910.446785689956	2329.542437582981	3276.6761864787377	4095.9999900946614	4854.518518518518	5242.88
370.0	2174.0196614125734	3011.138808032197	3796.320789715914	4442.483359364481	4910.116582703455	2329.5126194397803	3276.6758509470956	4095.9999900678176	4854.518518518518	5242.88
371.0	2173.61154397668	3010.5519057265983	3795.7500231625427	4441.916550656356	4909.7868918141785	2329.4828016782512	3276.6755154154885	4095.999990040974	4854.518518518518	5242.88
372.0	2173.2035788712005	3009.9654685943556	3795.1799386820867	4441.3509438028705	4909.457711922253	2329.4529842983898	3276.6751798839155	4095.99999001413	4854.518518518518	5242.88
373.0	2172.7957660370407	3009.3794962273696	3794.610535290421	4440.786535152405	4909.129041930419	2329.4231673001905	3276.674844352377	4095.9999899872864	4854.518518518518	5242.88
374.0	2172.38810541513	3008.793988217898	3794.0418120048867	4440.223321065596	4908.800880744033	2329.393350683649	3276.6745088208727	4095.9999899604427	4854.518518518518	5242.88
375.0	2171.980596946423	3008.2089441585645	3793.473767844286	4439.6612979152815	4908.47322727106	2329.36353444876	3276.6741732894034	4095.999989933599	4854.518518518518	5242.88
376.0	2171.573240571893	3007.62436364235	3792.9064018288836	4439.100462086469	4908.146080422063	2329.3337185955193	3276.6738377579677	4095.999989906755	4854.518518518518	5242.88
377.0	2171.16603623254	3007.0402462625966	3792.3397129804	4438.540809976288	4907.8194391102	2329.303903123921	3276.6735022265666	4095.9999898799115	4854.518518518518	5242.88
378.0	2170.758983869385	3006.4565916130073	3791.7737003220122	4437.982337993952	4907.493302251221	2329.274088033961	3276.6731666951996	4095.9999898530677	4854.518518518518	5242.88
379.0	2170.352083423472	3005.873399287644	3791.208362878354	4437.425042560711	4907.167668763451	2329.2442733256344	3276.6728311638676	4095.999989826224	4854.518518518518	5242.88
380.0	2169.9453348358684	3005.290668880929	3790.6436996755065	4436.868920109818	4906.8425375677925	2329.2144589989357	3276.6724956325693	4095.9999897993803	4854.518518518518	5242.88
381.0	2169.5387380476645	3004.7083999876418	3790.0797097410045	4436.313967086481	4906.517907587719	2329.18464505386	3276.672160101306	4095.9999897725365	4854.518518518518	5242.88
382.0	2169.1322929999737	3004.126592202924	3789.5163921038275	4435.760179947826	4906.193777749265	2329.1548314904035	3276.6718245700763	4095.999989745693	4854.518518518518	5242.88
383.0	2168.7259996339317	3003.545245122273	3788.9537457944	4435.207555162853	4905.87014698102	2329.1250183085604	3276.6714890388816	4095.999989718849	4854.518518518518	5242.88
384.0	2168.3198578906968	3002.9643583415445	3788.3917698445935	4434.656089212395	4905.547014214124	2329.0952055083258	3276.6711535077206	4095.9999896920053	4854.518518518518	5242.88
385.0	2167.913867711451	3002.383931456953	3787.8304632877152	4434.105778589083	4905.22437838226	2329.065393089695	3276.6708179765947	4095.9999896651616	4854.518518518518	5242.88
386.0	2167.508029037399	3001.803964065072	3787.2698251585134	4433.556619797294	4904.902238421649	2329.035581052664	3276.670482445503	4095.999989638318	4854.518518518518	5242.88
387.0	2167.1023418097675	3001.2244557628283	3786.7098544931746	4433.008609353122	4904.580593271043	2329.0057693972262	3276.6701469144455	4095.999989611474	4854.518518518518	5242.88
388.0	2166.696805969807	3000.6454061475088	3786.1505503293165	4432.635324545309	4904.259441871717	2328.975958123378	3276.669811383422	4095.9999895846304	4681.142857142857	5242.88
389.0	2166.291421458791	3000.066814816757	3785.5919117059916	4432.2739137077015	4903.938783167466	2328.9461472311136	3276.669475852433	4095.9999895577866	4681.142857142857	5242.88
390.0	2165.8861882180145	2999.4886813685703	3785.033937663682	4431.9128893858615	4903.618616104595	2328.9163367204287	3276.6691403214786	4095.999989530943	4681.142857142857	5242.88
391.0	2165.4811061887967	2998.9110054013036	3784.4766272442967	4431.552251054572	4903.29893963192	2328.8865265913187	3276.6688047905586	4095.999989504099	4681.142857142857	5242.88
392.0	2165.076175312478	2998.333786513669	3783.919979491172	4431.191998189369	4902.979752700752	2328.8567168437785	3276.6684692596727	4095.9999894772554	4681.142857142857	5242.88
393.0	2164.671395530424	2997.757024304732	3783.363993449067	4430.832130266545	4902.661054264895	2328.8269074778027	3276.668133728822	4095.9999894504117	4681.142857142857	5242.88
394.0	2164.26676678402	2997.1807183739124	3782.808668164163	4430.4726467631435	4902.342843280646	2328.797098493387	3276.6677981980047	4095.999989423568	4681.142857142857	5242.88
395.0	2163.862289014678	2996.604868320986	3782.25400268406	4430.113547156961	4902.025118706776	2328.767289890526	3276.667462667222	4095.9999893967242	4681.142857142857	5242.88
396.0	2163.457962163828	2996.029473746084	3781.699996057777	4429.754830926548	4901.707879504535	2328.7374816692154	3276.6671271364735	4095.9999893698805	4681.142857142857	5242.88
397.0	2163.0537861729276	2995.45453424969	3781.1466473357464	4429.396497551196	4901.3911246376465	2328.70767382945	3276.66679160576	4095.9999893430368	4681.142857142857	5242.88
398.0	2162.6497609834532	2994.8800494326415	3780.593955569815	4429.038546510954	4901.074853072287	2328.6778663712253	3276.6664560750805	4095.999989316193	4681.142857142857	5242.88
399.0	2162.245886536906	2994.3060188961304	3780.0419198132395	4428.680977286615	4900.759063777097	2328.6480592945354	3276.666120544435	4095.9999892893493	4681.142857142857	5242.88
400.0	2161.8421627748094	2993.7324422417005	3779.490539120686	4428.32378935972	4900.443755723168	2328.6182525993763	3276.6657850138245	4095.9999892625056	4681.142857142857	5242.88
401.0	2161.4385896387093	2993.1593190712497	3778.939812548229	4427.966982212552	4900.128927884032	2328.588446285743	3276.665449483248	4095.999989235662	4681.142857142857	5242.88
402.0	2161.0351670701752	2992.5866489870273	3778.3897391533437	4427.610555328142	4899.814579235663	2328.5586403536304	3276.6651139527053	4095.999989208818	4681.142857142857	5242.88
403.0	2160.6318950107984	2992.0144315916364	3777.8403179949128	4427.254508190264	4899.500708756465	2328.528834803034	3276.6647784221977	4095.9999891819743	4681.142857142857	5242.88
404.0	2160.2287734021934	2991.44266648803	3777.2915481332157	4426.898840283428	4899.187315427273	2328.4990296339483	3276.6644428917243	4095.9999891551306	4681.142857142857	5242.88
405.0	2159.825802185997	2990.8713532795146	3776.743428629932	4426.543551092896	4898.874398231336	2328.469224846369	3276.6641073612855	4095.999989128287	4681.142857142857	5242.88
406.0	2159.4229813038683	2990.300491569746	3776.1959585481377	4426.188640104661	4898.561956154326	2328.4394204402906	3276.6637718308803	4095.999989101443	4681.142857142857	5242.88
407.0	2159.02031069749	2989.7300809627322	3775.6491369523014	4425.834106805459	4898.249988184318	2328.409616415709	3276.66343630051	4095.9999890745994	4681.142857142857	5242.88
408.0	2158.6177903085672	2989.1601210628323	3775.102962908286	4425.47995068276	4897.938493311789	2328.379812772619	3276.663100770174	4095.9999890477557	4681.142857142857	5242.88
409.0	2158.2154200788277	2988.5906114747545	3774.5574354833425	4425.126171224777	4897.627470529619	2328.3500095110153	3276.6627652398724	4095.999989020912	4681.142857142857	5242.88
410.0	2157.8131999500215	2988.0215518035584	3774.0125537461113	4424.772767920454	4897.316918833072	2328.3202066308936	3276.662429709605	4095.999988994068	4681.142857142857	5242.88
411.0	2157.411129863922	2987.452941654651	3773.4683167666176	4424.419740259469	4897.006837219802	2328.2904041322486	3276.6620941793726	4095.9999889672245	4681.142857142857	5242.88
412.0	2157.0092097623233	2986.884780633792	3772.924723616271	4424.067087732237	4896.6972246898395	2328.2606020150756	3276.661758649174	4095.9999889403807	4681.142857142857	5242.88
