L	b2	b3	b4	u2	u3	u4
101.0	58.21036583591352	1168.2637519405537	1842.411145974265	132.67358994018798	3639.7271748432163	6968.6996967642035
102.0	55.80861978457823	1158.4692634365322	1836.1892987997785	127.36664634258047	3610.6093574444712	6957.549777249381
103.0	53.505969212411806	1148.7572200645448	1830.0638439224226	122.27198048887723	3581.724482584915	6946.4176976057815
104.0	51.29832546316924	1139.1268930235665	1824.032231239285	117.38110126932214	3553.0706867242357	6935.303429289612
105.0	49.18176857760392	1129.5775636129426	1818.0919813430608	112.68585721854926	3524.646121230442	6924.206943802748
106.0	47.152540333069005	1120.1085227264878	1812.2406835559707	108.17842292980728	3496.4489522605986	6913.1282126926635
107.0	45.20703757030323	1110.719070395276	1806.475994018446	103.85128601261499	3468.4773606425138	6902.067207552354
108.0	43.341805795551956	1101.408515374016	1800.7956338310412	99.69723457211039	3440.7295417573737	6891.023900020271
109.0	41.553533046663226	1092.1761747664589	1795.197387248076	95.70934518922597	3413.2037054233147	6879.998261780238
110.0	39.839044012267216	1083.021373685755	1789.6790999215636	91.88097138165692	3385.8980757799277	6868.990264561389
111.0	38.19529439359702	1073.9434449461107	1784.238677194014	88.20573252639065	3358.8108911736886	6857.999880138091
112.0	36.61936549893934	1064.9417287824815	1778.8740824387407	84.67750322533502	3331.940404044299	6847.027080329869
113.0	35.1084590611169	1056.01557259538	1773.5833354463552	81.29040309632161	3305.2848808119447	6836.071837001341
114.0	33.65989226880032	1047.1643307181878	1768.3645108561489	78.03878697246874	3278.8426017654488	6825.134122062139
115.0	32.27109300282687	1038.387364204632	1763.215736631114	74.91723549356999	3252.6118609513255	6814.213907466839
116.0	30.939595269067667	1029.6840406343351	1758.1351925753886	71.92054607382718	3226.590966063715	6803.311165214892
117.0	29.663034819733582	1021.0537339345728	1753.1211088929404	69.04372423087409	3200.7782383352046	6792.425867350547
118.0	28.439144955345167	1012.4958242165568	1748.1717647863409	66.28197526163913	3175.1720124285234	6781.557985962787
119.0	27.26575249991223	1004.0096976247538	1743.285487094514	63.63069625117356	3149.770636329095	6770.707493185246
120.0	26.1407739421766	995.5947461978985	1738.460648968372	61.08546840112662	3124.572471238462	6759.874361196149
121.0	25.06221173606629	987.2503677404987	1733.6956685832865	58.64204966508155	3099.5758914685553	6749.058562218235
122.0	24.028150753792072	978.9759657037645	1728.989007887367	56.29636767847829	3074.779284336806	6738.260068518685
123.0	23.036754885288452	970.7709490750007	1724.339171384552	54.04451297133915	3050.181050062112	6727.478852409055
124.0	22.08626377796088	962.6347322746025	1719.7447049515417	51.882732452485584	3025.7796016616144	6716.7148862452
125.0	21.174989710950296	954.5667350598878	1715.2041946876348	49.80742315438616	3001.573364848322	6705.968142427208
126.0	20.301314598364705	946.566382435078	1710.7162657965457	47.815126228210715	2977.560777929535	6695.238593399324
127.0	19.463687116156787	938.6331045668111	1706.279581499325	45.902521179082285	2953.740291706099	6684.526211649884
128.0	18.660619947545833	930.7663367046398	1701.8928419775054	44.06642033191899	2930.1103693724494	6673.8309697112445
129.0	17.890687142092897	922.9655191060173	1697.5547833456412	42.30376351864223	2906.66948641747	6663.152840159706
130.0	17.152521583739947	915.2300969653315	1693.2641766524168	40.611612977896534	2883.416130526131	6652.49179561545
131.0	16.44481256331709	907.5595203465964	1689.0198269095374	38.98714845878067	2860.348801481922	6641.8478087424655
132.0	15.766303451207573	899.9532441194407	1684.8205721476213	37.42766252042944	2837.466011070066	6631.220852248477
133.0	15.115789466038123	892.4107278980824	1680.6652824983487	35.93055601961227	2814.766282981506	6620.610898884879
134.0	14.49211553543255	884.9314359830036	1676.5528593021336	34.493333778827775	2792.2481527176537	6610.017921446663
135.0	13.894174245030182	877.5148373050725	1672.4822342406085	33.11360042767466	2769.9101674959124	6599.441892772348
136.0	13.32090387212733	870.160405371887	1668.4523684932374	31.789056410567675	2747.750886155945	6588.882785743912
137.0	12.771286500450206	862.8676182161327	1664.4622519173752	30.517494154144966	2725.7688790666975	6578.340573286721
138.0	12.244346212711907	855.6359583457761	1660.5109022511363	29.29679438797917	2703.962728034164	6567.815228369463
139.0	11.73914735774406	848.464912695931	1656.5973643384216	28.12492261246	2682.3310262098908	6557.306724004071
140.0	11.254792889126206	841.3539725822462	1652.7207093755023	26.999925707961598	2660.8723780002115	6546.815033245664
141.0	10.790422772362945	834.3026336556899	1648.880034178552	25.919928679643135	2639.5853989762095	6536.340129192471
142.0	10.345212457780589	827.3103958586081	1645.074460471545	24.88313153245741	2618.4687157844	6525.881984985763
143.0	9.918371416431732	820.3767633819567	1641.303134193963	23.88780627115911	2597.520966058125	6515.440573809785
144.0	9.509141736408061	813.501244623607	1637.5652248277454	22.932294020312746	2576.74079832966	6505.015868891689
145.0	9.116796777068961	806.6833521476442	1633.8599247429615	22.015002259500235	2556.1268719430223	6494.607843501462
146.0	8.740639878796342	799.9226026445814	1630.186448561675	21.134402169120225	2535.6778569674784	6484.216470951859
147.0	8.380003125984677	793.2185168924207	1626.5440325394993	20.289026082355413	2515.3924341117386	6473.841724598336
148.0	8.034246161069785	786.5706197185006	1622.9319339643487	19.477465039061197	2495.2692946388447	6463.483577838979
149.0	7.702755047490491	779.9784399620739	1619.349430571913	18.69836643749875	2475.3071402817336	6453.142004114436
150.0	7.38494117956425	773.4415104375659	1615.7958199773789	17.950431779998798	2455.50468315948	6442.816976907852
151.0	7.08024023734102	766.959367898472	1612.2704191229634	17.232414508798847	2435.860645694204	6432.5084697448
152.0	6.788111184579637	760.5315530018498	1608.7725637408007	16.54311792844689	2416.37376052865	6422.216456193208
153.0	6.5080353080674405	754.1576102733726	1605.301607830773	15.881393211309014	2397.042770444421	6411.940909863299
154.0	6.239515296577355	747.8370880729121	1601.8569231528543	15.246137482856653	2377.866428280866	6401.681804407517
155.0	5.9820743578269715	741.5695385606181	1598.4378987335765	14.636291983542387	2358.843496854619	6391.439113520464
156.0	5.73525537187171	735.3545176634738	1595.0439403862167	14.05084030420069	2339.9727488797816	6381.212810938831
157.0	5.498620079428762	729.1915850422961	1591.6744702443268	13.488806692032663	2321.2529668887437	6371.002870441329
158.0	5.271748303690614	723.0803040591674	1588.3289263082359	12.949254424351356	2302.6829431536335	6360.809265848623
159.0	5.054237204246348	717.0202417452714	1585.0067620041607	12.4312842473773	2284.2614796084044	6350.631971023265
160.0	4.84570056178599	711.0109687691207	1581.7074457555793	11.934032877482208	2265.987387771537	6340.470959869627
161.0	4.645768092317771	705.0520594051599	1578.4304605665204	11.45667156238292	2247.859488669365	6330.326206333835
162.0	4.454084789680637	699.1430915027241	1575.175303616444	10.998404699887603	2229.87661276001	6320.197684403701
163.0	4.2703102951845375	693.2836464553505	1571.9414858663815	10.558468511892098	2212.0375998579298	6310.085368108655
164.0	4.0941182932592	687.473309170416	1568.7285316760358	10.136129771416414	2194.3412990590664	6299.98923151968
165.0	3.925195932038301	681.7116680391067	1565.5359784315212	9.730684580559757	2176.7865686665937	6289.909248749249
166.0	3.7632432678501986	675.998314906694	1562.3633761834599	9.341457197337366	2159.372276117261	6279.845393951249
167.0	3.607972732628841	670.3328450431201	1559.2102872951382	8.967798909443871	2142.097297908323	6269.797641320927
168.0	3.459108623299185	664.7148571138763	1556.07628610045	8.609086953066116	2124.9605195250565	6259.7659650948135
169.0	3.3163866122304446	659.1439531511703	1552.96095857135	8.264723474943471	2107.960835368856	6249.750339550662
170.0	3.1795532778879294	653.6197385253757	1549.8639019945522	7.9341345359457325	2091.0971486859053	6239.750739007381
171.0	3.0483656548500737	648.141821916755	1546.7847246572235	7.616769154507902	2074.3683714964177	6229.767137824968
172.0	2.9225908023916607	642.709815287452	1543.723045541412	7.312098388327586	2057.7734245244465	6219.799510404448
173.0	2.8020053908672007	637.3233338537458	1540.6784940269729	7.019614452794483	2041.3112371282507	6209.847831187801
174.0	2.686395305160034	631.9819960585652	1537.65070960276	6.738829874682703	2024.9807472312248	6199.9120746579
175.0	2.5755552644930315	626.6854235442534	1534.6393415858408	6.469276679695395	2008.780901253375	6189.992215338447
176.0	2.4692884579258148	621.4332411255829	1531.644048848526	6.210505612507578	1992.710654043348	6180.088227793905
177.0	2.3674061948912786	616.225076763014	1528.6644995529828	5.962085388007275	1976.7689688110013	6170.200086629435
178.0	2.2697275701508914	611.0605615361941	1525.7003708932345	5.723601972486984	1960.9548170605133	6160.327766490827
179.0	2.1760791425738657	605.9393296176926	1522.7513488443283	5.494657893587505	1945.267178524029	6150.471242064442
180.0	2.0862946271698175	600.86101824697	1519.8171279184814	5.274871577844004	1929.705041095837	6140.630488077139
181.0	2.0002145998280945	595.825267704577	1516.8974109280064	5.0638767147302435	1914.26740076707	6130.805479296215
182.0	1.9176862142394844	590.8317212865778	1513.9919087548296	4.861321646141033	1898.9532615609335	6120.99619052934
183.0	1.83856293049767	585.8800252792006	1511.100340126417	4.666868780295392	1883.761635468446	6111.202596624493
184.0	1.7627042548985234	580.9698289337057	1508.2224313979316	4.4801940290835764	1868.6915423846986	6101.424672469893
185.0	1.6899754904752204	576.1007844414738	1505.3579163404486	4.3009862679202335	1853.7420100456209	6091.6623929939415
186.0	1.620247497826219	571.2725469093084	1502.5065359350576	4.128946817203424	1838.912073965256	6081.91573316515
187.0	1.5533964658114165	566.4847743349516	1499.6680381726933	3.9637889445152865	1824.2007773735338	6072.184667992086
188.0	1.4893036917093347	561.7371275828108	1496.8421778595284	3.805237386734675	1809.6071711545455	6062.469172523299
189.0	1.4278553704449606	557.0292703598928	1494.0287164277802	3.653027891265288	1795.1303137853092	6052.769221847261
190.0	1.3689423925140043	552.3608691919449	1491.2274217517754	3.5069067756146763	1780.7692712750268	6043.084791092305
191.0	1.31246015024475	547.7315933997978	1488.438067969134	3.366630504590089	1766.5231171048265	6033.415855426557
192.0	1.2583083520534997	543.1411150759133	1485.660435306919	3.2319652844064852	1752.3909321679878	6023.762390057875
193.0	1.2063908443637925	538.5891090611278	1482.8943099126252	3.1026866730302256	1738.371804710644	6014.1243702337815
194.0	1.1566154408731968	534.0752529215973	1480.1394836898653	2.978579206109017	1724.464830272959	6004.501771241407
195.0	1.1088937588645131	529.5992269259349	1477.395754138624	2.859436037864656	1710.669111630775	5994.894568407421
196.0	1.0631410622707382	525.1607140225436	1474.6629241999558	2.7450585963500695	1696.983758737729	5985.302737097969
197.0	1.0192761112151343	520.7593998171411	1471.9408021049994	2.6352562524960668	1683.4078886678271	5975.726252718611
198.0	0.9772210177592368	516.3949725504741	1469.2292012281914	2.5298460023962237	1669.9406255584845	5966.165090714261
199.0	0.9369011076026669	512.0671230762213	1466.527939944561	2.428652162300375	1656.5811005540165	5956.619226569119
200.0	0.898244787489178	507.77554483908256	1463.8368414909921	2.3315060758083597	1643.3284517495842	5947.088635806607
201.0	0.8611834180834969	503.51993385305394	1461.1557338313426	2.2382458327760255	1630.1818241355877	5937.573293989317
202.0	0.8256511920932356	499.2999886798846	1458.4844495253162	2.1487159994649843	1617.140369542503	5928.073176718934
203.0	0.7915850174194671	495.1154104077166	1455.822825600978	2.0627673594863847	1604.203246586163	5918.588259636183
204.0	0.7589244051284785	490.965902629903	1453.1707034308147	1.9802566651069293	1591.3696206134737	5909.118518420765
205.0	0.727611362045785	486.8511714240057	1450.5279286112427	1.901046398502652	1578.6386636485659	5899.663928791291
206.0	0.6975902877816891	482.7709253309699	1447.8943508454652	1.8250045425625459	1566.0095543393772	5890.224466505225
207.0	0.6688078760055404	478.7248753344727	1445.2698238295848	1.752004360860044	1553.4814779046621	5880.800107358817
208.0	0.641213019793398	474.7127348404461	1442.6542051418855	1.6819241864256422	1541.053626081425	5871.390827187042
209.0	0.614756720881024	470.7342196567726	1440.047356135192	1.6146472189686165	1528.7251970727737	5861.996601863542
210.0	0.5893920026610795	466.7890479731498	1437.4491418322207	1.5500613302098718	1516.4953954961913	5852.61740730056
211.0	0.5650738267700341	462.87694034112616	1434.8594308238414	1.4880588770014769	1504.363432332222	5843.2532194488795
212.0	0.5417590131166808	458.9976196543032	1432.2780951701675	1.4285365219214177	1492.328524873564	5833.904014297761
213.0	0.5194061632102553	455.15081112870377	1429.7050103043957	1.3713950610445609	1480.3898966745755	5824.569767874884
214.0	0.4979755866520198	451.33624228330626	1427.140054939321	1.3165392586027784	1468.5467775011791	5815.250456246285
215.0	0.4774292306597857	447.55364292074137	1424.5831109764486	1.2638776882586673	1456.7984032811694	5805.94605551629
216.0	0.457730612500239	443.80274510815093	1422.0340634176323	1.2133225807283206	1445.14401605492	5796.656541827463
217.0	0.43884475470909157	440.0832831582075	1419.4928002791737	1.1647896774991877	1433.5828639264807	5787.381891360539
218.0	0.4207381229840339	436.3949936102936	1416.9592125083047	1.1181980903992201	1422.1142010150688	5778.122080334362
219.0	0.4033785666402103	432.7376152118381	1414.4331939019958	1.0734701667832514	1410.7372874069486	5768.877085005827
220.0	0.3867352615224869	429.1108888998094	1411.9146410280187	1.0305313601119213	1399.4513891076924	5759.646881669817
221.0	0.3707786552731461	425.5145577823648	1409.4034531482055	0.9893101057074443	1388.255777994831	5750.431446659145
222.0	0.3554804148578235	421.9483671206519	1406.8995321438413	0.9497377014791465	1377.1497317708724	5741.23075634449
223.0	0.34081337625651204	418.41206431076483	1404.4027824431291	0.9117481934199806	1366.1325339167058	5732.044787134339
224.0	0.3267514962303035	414.9053988658495	1401.9131109506743	0.8752782656831813	1355.2034736453718	5722.873515474924
225.0	0.3132698060782232	411.42812239836144	1399.4304269789275	0.840267135055854	1344.361845856209	5713.716917850164
226.0	0.30034436730204656	407.97998860246986	1396.9546421815326	0.8066564496536198	1333.6069510893592	5704.574970781603
227.0	0.28795222910037527	404.5607532366112	1394.485670488531	0.774390191667475	1322.9380954806443	5695.447650828352
228.0	0.2760713876164976	401.17017410618774	1392.023428043364	0.743414584000776	1312.354590716799	5686.3349345870265
229.0	0.2646807468676724	397.8080110464121	1389.567833141627	0.7136780006407449	1301.8557539910648	5677.236798691687
230.0	0.2537600812864624	394.4740259052953	1387.1188061715293	0.6851308806151151	1291.4409079591362	5668.15321981378
231.0	0.24328999980760202	391.1679825267766	1384.676269556005	0.6577256453905105	1281.1093806954632	5659.084174662078
232.0	0.23325191143663412	387.8896467339964	1382.2401476964358	0.63141661957489	1270.8605056498993	5650.029639982618
233.0	0.2236279922391754	384.6387863127081	1379.8103669179377	0.6061599547918944	1260.6936216047002	5640.989592558646
234.0	0.21440115369219778	381.41517099482917	1377.386855416168	0.5819135566002186	1250.6080726318626	5631.964009210552
235.0	0.20555501234112813	378.2185724421308	1374.9695432056124	0.5586370143362098	1240.6032080508076	5622.952866795815
236.0	0.19707386070888927	375.0487642300632	1372.5583620693073	0.5362915337627614	1230.6783823864012	5613.956142208941
237.0	0.18894263940522663	371.905521831718	1370.1532455099637	0.5148398724122509	1220.83295532731	5604.973812381407
238.0	0.18114691038679812	368.78862260192295	1367.7541287024453	0.4942462775157609	1211.0662916846916	5596.005854281596
239.0	0.17367283132054598	365.697845761472	1365.3609484475694	0.47447642641513044	1201.3777613512138	5587.052244914746
240.0	0.16650713100483014	362.63297238148675	1362.9736431271942	0.4554973693585252	1191.7667392604042	5578.112961322881
241.0	0.15963708580467972	359.5937853679083	1360.5921526605505	0.4372774745841842	1182.232605346321	5569.187980584765
242.0	0.15305049705932067	356.58006944612015	1358.2164184617914	0.41978637560081683	1172.7747445035504	5560.2772798158285
243.0	0.1467356694218634	353.5916111456995	1355.846383398717	0.4029949205767841	1163.392546547522	5551.380836168123
244.0	0.14068139009268985	350.62819878529655	1353.4819917526531	0.38687512375371275	1154.0854061751418	5542.498626830254
245.0	0.13487690890966628	347.68962245764016	1351.1231891794373	0.3714001188035642	1144.8527229257406	5533.630629027325
246.0	0.129311919259829	344.7756740146694	1348.7699226714974	0.35654411405142167	1135.6939011423347	5524.776820020881
247.0	0.12397653977864957	341.8861470527899	1346.4221405209762	0.34228234948936476	1126.608349933196	5515.937177108847
248.0	0.11886129680438402	339.02083689825366	1344.0797922838879	0.3285910555097902	1117.5954831337306	5507.111677625473
249.0	0.1139571075563516	336.1795405926612	1341.742828745267	0.3154474132893985	1108.6547192686605	5498.300298941272
250.0	0.10925526400727364	333.3620568785854	1339.411201885286	0.3028295167578226	1099.7854815145113	5489.503018462966
251.0	0.10474741742103606	330.5681861853157	1337.0848648463163	0.2907163360875097	1090.9871976623951	5480.719813633425
252.0	0.1004255635284201	327.79773061472235	1334.7637719009042	0.2790876826440093	1082.2593000810962	5471.950661931611
253.0	0.09628202831447895	325.05049392723794	1332.4478784206349	0.2679241753382489	1073.6012256804472	5463.19554087252
254.0	0.09230945439232395	322.32628152795763	1330.1371408458656	0.25720720832471894	1065.0124158750036	5454.454428007124
255.0	0.08850078793912505	319.62490045285523	1327.8315166562963	0.24691891999173016	1056.4923165480036	5445.727300922313
256.0	0.08484926617112895	316.94615935511524	1325.5309643423604	0.23704216319206095	1048.0403780156196	5437.014137240836
257.0	0.08134840533545495	314.2898684915786	1323.2354433774096	0.2275604766643785	1039.6560549914946	5428.314914621251
258.0	0.0779919891973466	311.6558397093031	1320.944914190673	0.21845805759780335	1031.3388065515626	5419.629610757856
259.0	0.07477405800243656	309.04388643223575	1318.659338140965	0.2097197352938912	1023.0880960991502	5410.958203380644
260.0	0.07168889789442588	306.453823647997	1316.378677491127	0.20133094588213554	1014.903391330357	5402.300670255235
261.0	0.06873103076938733	303.8854678947758	1314.1028953831785	0.19327770804685013	1006.7841641997142	5393.656989182826
262.0	0.06589520454867777	301.33863724833446	1311.8319558141561	0.1855465997249761	998.7298908861163	5385.027138000133
263.0	0.0631763838531879	298.8131513091225	1309.5658236126276	0.17812473573597706	990.7400517590273	5376.411094579333
264.0	0.06056974106237034	296.3088311894979	1307.3044644158565	0.17099974630653797	982.8141313449554	5367.808836828005
265.0	0.058070647742170016	293.82549950105687	1305.047844647602	0.16415975645427644	974.9516182941956	5359.22034268908
266.0	0.055674666426636155	291.36298034206794	1302.7959314965346	0.1575933661961054	967.152005347842	5350.645590140777
267.0	0.0533775427386231	288.921099285013	1300.5486928952541	0.15128963154826117	959.4147893050591	5342.084557196552
268.0	0.051175197835589104	286.49968336423166	1298.3060974998862	0.14523804628633072	951.7394709906188	5333.537221905038
269.0	0.0490637211670797	284.0985610636698	1296.068114670251	0.13942852443487747	944.1255552226938	5325.003562349989
270.0	0.04703936353103565	281.7175623047305	1293.8347144505788	0.13385138345748238	936.5725507809124	5316.483556650229
271.0	0.04509853041659596	279.3565184342268	1291.605867550763	0.12849732811918307	929.0799703746649	5307.977182959588
272.0	0.043237775621575276	277.01526221243574	1289.3815453281352	0.12335743499441575	921.6473306116676	5299.484419466852
273.0	0.041453795133282755	274.6936278012519	1287.1617197697435	0.11842313759463911	914.2741519667743	5291.005244395706
274.0	0.03974342126181675	272.39145075244096	1284.9463634751257	0.11368621209085354	906.9599587510401	5282.539636004672
275.0	0.038103617015418555	270.108567995991	1282.73544963956	0.1091387636072194	899.7042790810318	5274.087572587065
276.0	0.03653147070789763	267.844817828562	1280.528952037782	0.10477321306293062	892.5066448483835	5265.649032470925
277.0	0.035024190788553226	265.6000399020318	1278.3268450081525	0.10058228454041339	885.3665916895965	5257.223994018971
278.0	0.03357910088541225	263.3740752121384	1276.1291034372655	0.09655899315879685	878.2836589560796	5248.812435628541
279.0	0.032193635052981916	261.1667660872168	1273.9357027449857	0.09269663343244497	871.257389684431	5240.414335731534
280.0	0.030865333216079108	258.9779561770311	1271.7466188698988	0.08898876809514718	864.2873305669556	5232.029672794364
281.0	0.029591836801646166	256.80749044169926	1269.561828255167	0.08542921737134128	857.37303192242	5223.658425317893
282.0	0.028370884550797	254.65521514071156	1267.3813078347782	0.08201204867648763	850.5140476670407	5215.300571837383
283.0	0.027200308503657192	252.52097782204066	1265.2050350201766	0.07873156672942812	843.7099352857043	5206.956090922444
284.0	0.026078030149868606	250.4046273113428	1263.0329876872634	0.07558230406025099	836.9602558034186	5198.624961176967
285.0	0.02500205673792335	248.30601370124978	1260.86514416376	0.07255901189784095	830.2645737569914	5190.307161239084
286.0	0.023970477736773688	246.2249883407505	1258.701483216923	0.06965665142192731	823.6224571669353	5182.002669781102
287.0	0.02298146144343513	244.16140382466165	1256.5419840415968	0.06687038536505022	817.0334775095998	5173.711465509451
288.0	0.022033251730559027	242.11511398318655	1254.3866262486022	0.0641955699504482	810.497209689523	5165.433527164636
289.0	0.021124164928199542	240.08597387156155	1252.2353898534436	0.06162774715243027	804.0132320120068	5157.168833521172
290.0	0.02025258683423819	238.07383975978902	1250.0882552653338	0.05916263726633306	797.5811261559107	5148.917363387538
291.0	0.019416969848157564	236.07856912245654	1247.9452032765194	0.056796131775679735	791.2004771466633	5140.679095606118
292.0	0.0186158302230749	234.1000206286418	1245.8062150519056	0.05452428650465254	784.8708733294901	5132.454009053148
293.0	0.01784774543115604	232.138054131901	1243.6712721189679	0.05234331504446644	778.5919063428543	5124.242082638662
294.0	0.01711135163773188	230.1925306603426	1241.540356357943	0.05024958244268778	772.3631710921113	5116.043295306441
295.0	0.01640534127963211	228.26331240678283	1239.413449992294	0.048239599144980265	766.1842657233743	5107.85762603395
296.0	0.015728460743436354	226.35026271898514	1237.2905355794398	0.046310015179181055	760.0547915975875	5099.685053832295
297.0	0.01507950813952016	224.45324608998	1235.171596001739	0.04445761457201381	753.9743532648067	5091.525557746164
298.0	0.01445733116794328	222.5721281484671	1233.056614457729	0.04267930998913326	747.9425584386883	5083.379116853769
299.0	0.013860825072390935	220.7067756492971	1230.9455744536035	0.04097213758956793	741.9590179711789	5075.245710266803
300.0	0.013288930678534963	218.85705646403358	1228.83845979493	0.039333252085985204	736.0233458274093	5067.125317130376
301.0	0.012740632513331742	217.022839571594	1226.7352545785955	0.0377599220025458	730.1351590607901	5059.017916622967
302.0	0.012214957001917423	215.2039950489692	1224.6359431849746	0.03624952512244396	724.2940777883038	5050.92348795637
303.0	0.01171097073889886	213.4003940620203	1222.5405102703196	0.034799544117546204	718.4997251659973	5042.84201037564
304.0	0.011227778830970661	211.61190885635324	1220.4489407593544	0.03340756235284435	712.7517273646694	5034.773463159038
305.0	0.010764523307915478	209.83841274826943	1218.3612198380818	0.03207125985873058	707.0497135457521	5026.717825617984
306.0	0.010320381599166036	208.07978011579237	1216.277332946784	0.030788409464381356	701.393315837386	5018.675077096995
307.0	0.009894565073223886	206.3358863897697	1214.1972657732217	0.0295568730858061	695.7821693106868	5010.64519697364
308.0	0.00948631763734136	204.60660804504926	1212.1210042460175	0.028374598162373855	690.2159119562015	5002.628164658481
309.0	0.009094914394980353	202.89182259172955	1210.0485345282284	0.0272396142358789	684.6941846605517	4994.623959595027
310.0	0.008719660358664028	201.19140856648357	1207.9798430110911	0.026150029666443742	679.2166311832673	4986.632561259676
311.0	0.008359889215935948	199.50524552395495	1205.9149163079455	0.025104028479785993	673.7828981338012	4978.6539491616595
312.0	0.008014962146235467	197.83321402822676	1203.8537412483217	0.024099867340594553	668.3926349487308	4970.688102843001
313.0	0.007684266686588547	196.17519564436114	1201.7963048721965	0.023135872646970767	663.045493869141	4962.735001878452
314.0	0.00736721564409991	194.53107293001065	1199.7425944244046	0.022210437741091937	657.7411299181878	4954.794625875446
315.0	0.007063246053315516	192.900729427099	1197.692597349207	0.021322020231448257	652.4792008788422	4946.866954474045
316.0	0.006771818176604012	191.2840496535724	1195.6463012850102	0.02046913942219033	647.2593672718116	4938.951967346887
317.0	0.006492414545782217	189.68091909521922	1193.60369405923	0.019650373845302712	642.0812923336371	4931.049644199131
318.0	0.006224539043282904	188.09122419755911	1191.5647636832996	0.018864358891490605	636.9446419949679	4923.1599647684125
319.0	0.005967716021233391	186.5148523577991	1189.5294983478161	0.01810978453583098	631.8490848590081	4915.282908824783
320.0	0.005721489456880746	184.95169191685784	1187.497886417819	0.01738539315439774	626.7942921801362	4907.4184561706625
321.0	0.005485422142863939	183.40163215145654	1185.4699164282026	0.01668997742822183	621.7799378426951	4899.56658664079
322.0	0.005259094910895189	181.86456326627604	1183.445577079253	0.016022378331092955	616.8056983399534	4891.727280102164
323.0	0.005042105887472024	180.34037638617954	1181.4248572323122	0.015381483197849237	611.8712527532339	4883.900516454
324.0	0.0048340697802984976	178.82896354850092	1179.4077459055575	0.014766223869935266	606.9762827312079	4876.086275627674
325.0	0.004634617194148487	177.33021769539698	1177.3942322699017	0.014175574915137856	602.1204724693583	4868.284537586669
326.0	0.004443393974956327	175.84403266626495	1175.3843056450064	0.01360855191853234	597.3035086896034	4860.49528232653
327.0	0.004260060580970093	174.37030319022207	1173.3779554954033	0.013064209841791047	592.5250806200866	4852.718489874807
328.0	0.004084291479850966	172.90892487864934	1171.3751714267253	0.012541641448119405	587.7848799751259	4844.954140291007
329.0	0.0039157745706481315	171.45979421779734	1169.3759431820417	0.012039975790194628	583.0826009353249	4837.202213666542
330.0	0.003754210629622855	170.0228085614539	1167.3802606382935	0.011558376758586843	578.4179401278423	4829.462690124675
331.0	0.0035993127789377332	168.59786612367347	1165.3881138028287	0.011096041688243368	573.7905966068196	4821.735549820475
332.0	0.0034508059772676955	167.18486597156735	1163.3994928100333	0.010652200020713633	569.200271833965	4814.020772940762
333.0	0.003308426531428282	165.78370801815421	1161.4143879180556	0.010226112019885087	564.6466696592933	4806.318339704057
334.0	0.0031719216281540204	164.39429301527073	1159.4327895056194	0.009817067539089683	560.1294963020189	4798.62823036053
335.0	0.0030410488851955178	163.01652254654155	1157.4546880689286	0.009424384837526096	555.6484603316028	4790.950425191953
336.0	0.0029155759209381843	161.65029902040803	1155.4800742186544	0.009047409444025052	551.2032726489499	4783.284904511645
337.0	0.0027952799417783817	160.29552566321573	1153.508938677009	0.008685513066264049	546.7936464677583	4775.631648664427
338.0	0.002679947346524343	158.9521065123594	1151.541272274896	0.008338092543613488	542.4192972960162	4767.990638026564
339.0	0.0025693733471194085	157.619946409486	1149.5770659491436	0.008004568841868948	538.079942917648	4760.361853005721
340.0	0.0024633616050141406	156.29895099375406	1147.616310739813	0.0076843860881941894	533.7753033743069	4752.745274040912
341.0	0.002361723882541634	154.98902669514996	1145.6589977875788	0.007377010644666422	529.5051009473125	4745.140881602446
342.0	0.0022642797086770017	153.69008072786008	1143.7051183311871	0.007081930218879764	525.2690601397339	4737.5486561918815
343.0	0.002170856058587546	152.40202108369846	1141.7546637049784	0.006798653010124573	521.0669076586161	4729.9685783419745
344.0	0.0020812870464046135	151.12475652558962	1139.8076253364814	0.00652670688971959	516.8983723973472	4722.400628616627
345.0	0.001995413630671611	149.858196581106	1137.8639947440745	0.0062656386141308066	512.7631854181684	4714.84478761084
346.0	0.0019130833319451705	148.60225153605944	1135.9237635347097	0.006015013069565574	508.661079934823	4707.3010359506625
347.0	0.0018341499620480191	147.35683242814656	1133.9869234017	0.005774412546782951	504.5917912953444	4699.769354293142
348.0	0.0017584733644928155	146.1218510406472	1132.0534661225693	0.005543436044911632	500.5550569649816	4692.249723326272
349.0	0.001685919165616037	144.89721989617587	1130.123383556958	0.005321698603115167	496.55061650926183	4684.7421237689505
350.0	0.0016163585359800243	143.68285225048535	1128.196667644592	0.00510883065899056	492.5782115771877	4677.24653637092
351.0	0.0015496679616195208	142.4786620863225	1126.2733104033025	0.004904477432630937	488.6375858845702	4669.762941912726
352.0	0.0014857290247265282	141.2845641073352	1124.3533039271035	0.0047082983353257	484.7284851974936	4662.291321205666
353.0	0.0014244281933840522	140.10047373203074	1122.4366403843217	0.004519966401912672	480.8506573159137	4654.831655091736
354.0	0.0013656566199753844	138.92630708778458	1120.5233120157766	0.004339167745836165	477.0038520573864	4647.383924443589
355.0	0.0013093099479109707	137.7619810048994	1118.6133111330128	0.004165601036002718	473.18782124092724	4639.948110164479
356.0	0.0012552881263296835	136.60741301071394	1116.7066301165808	0.003998976994562609	469.4023186709999	4632.524193188216
