L	b2	b3	b4	u2	u3	u4
357.0	0.0012034952324454756	135.46252132376122	1114.8032614143629	0.0038390179147801047	465.64710012163187	4625.112154479114
358.0	0.0011538393012239707	134.32722484797577	1112.9031975399473	0.0036854571981889002	461.9219233206588	4617.711975031947
359.0	0.0011062321620865562	133.20144316694936	1111.0064310710484	0.003538038910261344	458.2265479340935	4610.323635871896
360.0	0.001060589282352028	132.08509653823467	1109.1129546479663	0.0033965173538508904	454.5607355506208	4602.947118054501
361.0	0.0010168296171377967	130.9781058876972	1107.2227609720924	0.0032606566596968547	450.92424966621576	4595.582402665614
362.0	0.000974875465454133	129.88039280391402	1105.3358428044548	0.0031302303933089803	447.3168556688861	4588.2294708213485
363.0	0.0009346523322359329	128.79187953261965	1103.4521929643045	0.003005021177576621	443.73832082353493	4580.888303668034
364.0	0.0008960887960670189	127.71248897119862	1101.5718043277388	0.002884820330473556	440.1884142569467	4573.5588823821645
365.0	0.0008591163823621055	126.64214466322393	1099.6946698263637	0.0027694275172546134	436.6669069428911	4566.241188170353
366.0	0.0008236694417812474	125.58077079304154	1097.8207824459944	0.002658650416564429	433.173571687348	4558.93520226928
367.0	0.0007896850336608787	124.52829218039996	1095.9501352253885	0.0025523043999018517	429.7081831138492	4551.640905945649
368.0	0.0007571028142544609	123.48463427512529	1094.0827212550168	0.0024502122239057774	426.27051764893844	4544.358280496136
369.0	0.0007258649295842941	122.4497231518402	1092.2185336758662	0.0023522037349495463	422.8603535077469	4537.087307247342
370.0	0.0006959159127142391	121.42348550472799	1090.357565678276	0.0022581155855515645	419.4774706796849	4529.827967555746
371.0	0.0006672025852609418	120.40584864233983	1088.4998105008062	0.0021677909621295017	416.1216509142475	4522.580242807657
372.0	0.0006396739629686814	119.39674048244598	1086.645261429138	0.0020810793236443214	412.7926777069335	4515.344114419165
373.0	0.0006132811651801788	118.3960895469299	1084.7939117950004	0.0019978361506985485	409.49033628527803	4508.119563836093
374.0	0.0005879773280426178	117.4038249567253	1082.9457549751332	0.0019179227046706067	406.21441359499573	4500.906572533955
375.0	0.0005637175212947657	116.4198764267955	1081.1007843902705	0.0018412057964837822	402.9646982862358	4493.705122017901
376.0	0.000540458668487438	115.444174261155	1079.2589935041578	0.0017675575646244309	399.74098069994596	4486.515193822672
377.0	0.0005181594704956468	114.47664934793268	1077.4203758225947	0.0016968552620394537	396.54305285434634	4479.336769512555
378.0	0.0004967803321866224	113.51723315447641	1075.5849248925022	0.0016289810515578754	393.37070843151156	4472.169830681335
379.0	0.0004762832921134928	112.56585772249865	1073.752634301016	0.0015638218094955604	390.2237427640595	4465.014358952245
380.0	0.0004566319551097868	111.62245566326278	1071.9234976746077	0.001501268937115738	387.101952821947	4457.870335977921
381.0	0.00043779142766507163	110.68696015280983	1070.097508678225	0.0014412181796311084	384.0051371993714	4450.737743440356
382.0	0.00041972825596697674	109.75930492722496	1068.2746610144593	0.0013835694524458638	380.93309610177647	4443.616563050851
383.0	0.0004024103664995894	108.83942427794402	1066.4549484227337	0.0013282266743480293	377.8856313329622	4436.50677654997
384.0	0.00038580700909274603	107.92725304709899	1064.638364678516	0.001275097607374108	374.8625462822985	4429.40836570749
385.0	0.0003698887023210972	107.02272662290288	1062.8249035925492	0.0012240937030791438	371.8636459120401	4422.321312322358
386.0	0.0003546271811559934	106.12578093507285	1061.0145590101065	0.001175129954955978	368.8887367447439	4415.245598222642
387.0	0.0003399953467772427	105.23635245029219	1059.207324810265	0.0011281247567577388	365.9376268507859	4408.181205265485
388.0	0.00032596721845562314	104.35437816770974	1057.4031949051994	0.0010829997664874292	363.0101258359796	4401.12811533706
389.0	0.00031251788742071103	103.47979561447774	1055.602163239495	0.001039679775827932	360.1060448292917	4394.086310352521
390.0	0.0002996234726321125	102.61254284132633	1053.8042237894797	0.0009980925847948147	357.2251964706574	4387.055772255956
391.0	0.000287261078375563	101.75255841817575	1052.009370562573	0.0009581688814030221	354.36739489889214	4380.036483020347
392.0	0.0002754087536086026	100.89978142978492	1050.2175975966552	0.0009198421261469011	351.532455739701	4373.028424647514
393.0	0.0002640454529836383	100.0541514714367	1048.4288989594509	0.0008830484411010251	348.7201960937834	4366.031579168078
394.0	0.00025315099947918653	99.21560864465927	1046.6432687479305	0.000847726503456984	345.93043452503315	4359.045928641409
395.0	0.00024270604857294084	98.38409355298329	1044.8607010877286	0.0008138174433187047	343.1629910488329	4352.071455155582
396.0	0.0002326920538930515	97.55954729773465	1043.0811901325778	0.0007812647455859564	340.41768712044217	4345.108140827333
397.0	0.00022309123428662436	96.7419114738626	1041.3047300637568	0.0007500141557625181	337.6943456234786	4338.155967802009
398.0	0.00021388654224696634	95.93112816580263	1039.5313150895538	0.0007200135895320174	334.9927908584908	4331.214918253526
399.0	0.00020506163364351492	95.12713994337425	1037.760939444747	0.0006912130459507367	332.3128485316229	4324.28497438432
400.0	0.0001966008387007039	94.32988985771298	1035.9935973900942	0.0006635645241127072	329.6543457433699	4317.366118425305
401.0	0.00018848913417423446	93.5393214372365	1034.2292832118417	0.0006370219431481988	327.01711097742293	4310.458332635824
402.0	0.00018071211667534644	92.75537868364457	1032.467991221242	0.0006115410654222709	324.40097408960355	4303.561599303606
403.0	0.00017325597709572403	91.97800606795256	1030.7097157540868	0.00058707942280538	321.8057662968867	4296.675900744721
404.0	0.00016610747608762413	91.20714852655819	1028.9544511702532	0.0005635962458931649	319.23132016651164	4289.801219303529
405.0	0.00015925392055568852	90.4427514573411	1027.2021918532587	0.0005410523960574382	316.6774696051795	4282.937537352643
406.0	0.00015268314111869846	89.68476071579533	1025.4529322098333	0.0005194103002151406	314.14404984833806	4276.084837292879
407.0	0.0001463834705012522	88.93312261119407	1023.7066666694986	0.000498633888206535	311.63089744955136	4269.24310155321
408.0	0.00014034372281699646	88.1877839027865	1021.9633896841602	0.00047868853267827357	309.137850269955	4262.4123125907245
409.0	0.00013455317370662727	87.44869179602681	1020.2230957277116	0.0004595409913711426	306.66474746779534	4255.592452890579
410.0	0.00012900154129539193	86.71579393883432	1018.4857792956466	0.0004411593517162969	304.21142948805294	4248.783504965954
411.0	0.0001236789679362803	85.98903841788548	1016.7514349046854	0.000423512977647645	301.77773805214855	4241.9854513580085
412.0	0.00011857600270648754	85.26837375493653	1015.0200570924068	0.0004065724585417392	299.36351614773133	4235.198274635835
413.0	0.00011368358462606852	84.55374890317724	1013.2916404168936	0.00039030956020006963	296.9686080185495	4228.421957396417
414.0	0.0001089930265689871	83.84511324361503	1011.5661794563854	0.00037469717779206683	294.5928591544011	4221.656482264583
415.0	0.00010449599983799133	83.14241658148957	1009.8436688089416	0.0003597092906803841	292.2361162811659	4214.901831892959
416.0	0.00010018451937592579	82.44560914271726	1008.1241030921132	0.0003453209190531687	289.89822735091656	4208.157988961931
417.0	9.605092958722183e-5	81.75464157036562	1006.407476942623	0.000331508082291042	287.5790415321092	4201.424936179592
418.0	9.208789074438971e-5	81.0694649211572	1004.6937850160556	0.0003182477589994003	285.2784091998523	4194.702656281704
419.0	8.82883659553756e-5	80.39003066200279	1002.9830219865531	0.0003055178486394243	282.99618192625354	4187.991132031653
420.0	8.46456086686426e-5	79.71629066656358	1001.2751825465219	0.0002932971346938473	280.7322124708435	4181.290346220402
421.0	8.115315069378895e-5	79.04819721184238	999.5702614063449	0.0002815652493060934	278.4863547710767	4174.6002816664495
422.0	7.780479071643294e-5	78.38570297480314	997.8682532941029	0.00027030263933384963	276.2584639329081	4167.920921215783
423.0	7.459458328697076e-5	77.728761029019	996.1691529553024	0.0002594905337604956	274.0483962214449	4161.252247741838
424.0	7.151682826365583e-5	77.0773248413483	994.4729551526107	0.0002491109124100758	271.8560090516733	4154.59424414545
425.0	6.856606069125402e-5	76.4313482686385	992.7796546655987	0.00023914647591367276	269.6811609792599	4147.946893354818
426.0	6.573704109730337e-5	75.79078555445777	991.0892462904897	0.00022958061687712586	267.52371169142583	4141.31017832545
427.0	6.302474618874766e-5	75.15559132585388	989.4017248399152	0.0002203973922020408	265.38352199789443	4134.6840820401285
428.0	6.0424359932424824e-5	74.52572059014031	987.7170851426772	0.00021158149651395917	263.26045382191126	4128.068587508864
429.0	5.793126500357235e-5	73.90112873170932	986.0353220435161	0.0002031182366534008	261.15437019133594	4121.46367776885
430.0	5.55410345871652e-5	73.28177150887164	984.3564304028856	0.00019499350718726476	259.06513522980526	4114.869335884419
431.0	5.324942451752876e-5	72.66760505072274	982.680405096733	0.00018719376689977415	256.99261414796683	4108.285544947004
432.0	5.105236574226941e-5	72.05858585403529	981.0072410162845	0.00017970601622378318	254.93667323478311	4101.7122880750885
433.0	4.8945957097141605e-5	71.45467078017775	979.3369330678385	0.00017251777557483186	252.8971798489048	4095.1495484141683
434.0	4.692645837902224e-5	70.85581705205867	977.669476172561	0.00016561706455183858	250.87400241011358	4088.5973091367055
435.0	4.499028370469248e-5	70.26198225109673	976.0048652662884	0.00015899238196976503	248.8670103908327	4082.055553442087
436.0	4.313399514363462e-5	69.67312431421603	974.3430952993364	0.0001526326866909744	246.87607430770603	4075.524264556579
437.0	4.135429661353838e-5	69.08920153086669	972.68416123631	0.00014652737922333543	244.90106571324432	4069.0034257332886
438.0	3.9648028027677066e-5	68.51017254007037	971.0280580559233	0.000140666284054402	242.9418571875384	4062.493020252115
439.0	3.8012159683761685e-5	67.93599632749053	969.3747807508196	0.00013503963269222591	240.99832233003812	4055.9930314197113
440.0	3.6443786884309614e-5	67.36663222252726	967.7243243273989	0.0001296380473845369	239.07033575139778	4049.50344256944
441.0	3.494012477897556e-5	66.80203989543647	966.076683805649	0.0001244525254891554	237.15777306538658	4043.0242370613287
442.0	3.349850341968677e-5	66.24217935447321	964.4318542189811	0.00011947442446958919	235.2605108808635	4036.55539828203
443.0	3.211636301980224e-5	65.68701094305898	962.7898306140687	0.00011469544749080561	233.3784267938166	4030.096909644779
444.0	3.07912494088778e-5	65.13649533697264	961.150608050692	0.00011010762959117338	231.51139937946607	4023.648754589347
445.0	2.9520809674966585e-5	64.59059354156507	959.514181601585	0.00010570332440752645	229.65930818443033	4017.210916582004
446.0	2.8302787986717236e-5	64.04926688899697	957.8805463522882	0.00010147519143122538	227.82203371895488	4010.783379115472
447.0	2.713502158785122e-5	63.51247703549995	956.2496974010022	9.741618377397636e-5	225.99945744920328	4004.3661257088875
448.0	2.601543695690717e-5	62.98018595866054	954.6216298584484	9.35195364230173e-5	224.19146178960963	3997.959139907753
449.0	2.4942046125433225e-5	62.452355954726926	952.9963388477307	8.977875496609662e-5	222.39793009529274	3991.5624052839003
450.0	2.3912943148089915e-5	61.928949635938274	951.3738195042017	8.618760476745274e-5	220.61874665453038	3985.175905435446
451.0	2.292630071839578e-5	61.40992992787648	949.7540669753321	8.274010057675463e-5	218.85379668129417	3978.799623986749
452.0	2.1980366924106505e-5	60.895260066840024	948.1370764205835	7.943049655368445e-5	217.1029663078438	3972.4335445883703
453.0	2.1073462136466373e-5	60.38490359723994	946.5228430112837	7.625327669153706e-5	215.36614257738105	3966.0776509170287
454.0	2.0203976027808464e-5	59.878824369017536	944.9113619305068	7.320314562387557e-5	213.643213436762	3959.731926675561
455.0	1.9370364712207974e-5	59.376986535083795	943.3026283729542	7.027501979892055e-5	211.9340677292679	3953.39635559288
456.0	1.8571148004111505e-5	58.87935454878018	941.6966375448395	6.746401900696373e-5	210.2385951874338	3947.0709214239314
457.0	1.7804906790074684e-5	58.3858931613608	940.0933846637768	6.476545824668518e-5	208.55668642593432	3940.7556079496526
458.0	1.7070280508941234e-5	57.89656741949562	938.4928649586708	6.217483991681777e-5	206.88823293452683	3934.4503989769332
459.0	1.6365964735989317e-5	57.41134266279462	936.8950736696104	5.9687846320145054e-5	205.2331270710506	3928.15527833857
460.0	1.5690708866755385e-5	56.930184521352665	935.3000060477636	5.7300332467339246e-5	203.5912620544822	3921.870229893228
461.0	1.5043313896422953e-5	56.45305891331507	933.7076573552774	5.5008319168645674e-5	201.9625319580463	3915.5952375253987
462.0	1.442263029083324e-5	55.97993204246336	932.1180228651768	5.280798640189985e-5	200.346831702382	3909.3302851453577
463.0	1.3827555945337438e-5	55.51077039582148	930.5310978612699	5.0695666945823854e-5	198.7440570487629	3903.075356689125
464.0	1.3257034227866244e-5	55.04554074128193	928.9468776380518	4.8667840267990895e-5	197.15410459237282	3896.8304361184223
465.0	1.2710052102741882e-5	54.584210125251836	927.3653575006136	4.672112665727126e-5	195.5768717556338	3890.5955074206327
466.0	1.2185638331901215e-5	54.12674587031876	925.7865327645521	4.485228159098041e-5	194.01225678158872	3884.3705546087594
467.0	1.1682861750335957e-5	53.67311557293607	924.2103987558818	4.305819032734119e-5	192.46015872733605	3878.1555617213853
468.0	1.1200829612687822e-5	53.22328710112768	922.6369508109498	4.133586271424754e-5	190.92047745751734	3871.950512822631
469.0	1.0738686008062765e-5	52.777228592212076	921.0661842763516	3.968242820567764e-5	189.39311363785723	3865.7553920021146
470.0	1.029561034024963e-5	52.33490845054533	919.4980945088495	3.809513107745053e-5	187.87796872875435	3859.570183374911
471.0	9.870815870644607e-6	51.896295345283164	917.932676875293	3.657132583435251e-5	186.3749449789243	3853.3948710815107
472.0	9.463548321294282e-6	51.46135820816164	916.3699267525415	3.5108472800978405e-5	184.8839454190929	3847.22943928778
473.0	9.07308453557682e-6	51.03006623129653	914.809839527387	3.370413388893927e-5	183.4048738557402	3841.0738721849198
474.0	8.698731194143111e-6	50.60238886500108	913.2524105964807	3.2355968533381694e-5	181.93763486489425	3834.9281539894237
475.0	8.339823583837892e-6	50.1782958156221	911.6976353662602	3.106172979204643e-5	180.4821337859751	3828.79226894304
476.0	7.995724417414895e-6	49.75775704339416	910.145509252879	2.9819260600364568e-5	179.0382767156873	3822.666201312731
477.0	7.665822701950268e-6	49.340742760311834	908.5960276821363	2.8626490176349987e-5	177.6059705019618	3816.5499353906307
478.0	7.349532653944998e-6	48.92722342801965	907.0491860894103	2.7481430569295983e-5	176.1851227379461	3810.443455494006
479.0	7.046292659189944e-6	48.51716975571986	905.5049799195918	2.6382173346524146e-5	174.77564175604252	3804.346745965215
480.0	6.75556427554661e-6	48.110552698097656	903.9634046270193	2.5326886412663178e-5	173.37743662199418	3798.2597911716707
481.0	6.476831276872936e-6	47.70734345326383	902.4244556754159	2.431381095615665e-5	171.99041712901825	3792.1825755057957
482.0	6.2095987363964905e-6	47.30751346071463	900.8881285378277	2.3341258517910382e-5	170.61449379198606	3786.115083384986
483.0	5.953392147907476e-6	46.91103439930874	899.3544186965636	2.2407608177193967e-5	169.2495778416502	3780.05729925157
484.0	5.7077565832111005e-6	46.5178781852612	897.8233216431355	2.1511303850106206e-5	167.895581218917	3774.0092075727675
485.0	5.472255884343261e-6	46.12801697015417	896.2948328782018	2.0650851696101957e-5	166.55241656916564	3767.9707928406506
486.0	5.246471889115232e-6	45.74142313896434	894.7689479115095	1.982481762825788e-5	165.21999723661233	3761.9420395721054
487.0	5.030003688612188e-6	45.35806930810688	893.2456622618402	1.9031824923127564e-5	163.89823725871943	3755.92293230879
